Feature_ID	Domain	Phyla	Class	Order	Family	Genus	Species	Confidence
f18c54e493d5d5ad534b9c3100216416	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.999443998
afb244d96b70a4c948b205f7f7eea5c5	d__Bacteria							0.998978083
509fca5a90d0b1dbec313e11c762a7e1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.999179194
b0a6492dcd2c78db242d7b78618ab9ac	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999982521
fef6fa6624415b309a5ca9ff89d8efa0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501059	 f__Rhizobiaceae_A_501059	 g__Sinorhizobium	 s__Sinorhizobium meliloti	0.916998991
9bf55fb48ef29780111f9e54dd204793	d__Bacteria							0.998831153
2acee427328d2e8641b8738258b15927	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales_650611	 f__Pseudomonadaceae	 g__Pseudomonas_E_647464		0.999731887
7ec25e775b3bd74f487ce2fe077f44a5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.999199981
41b2f74ae32e410cadcbd8e3a3325667	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999986798
75d7c7a1bfc0a32da8b15f370a363073	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_580492			0.999999895
d2e4b0d730d23797a6056490f9cb549c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265		0.999920081
757d2e39206866545010c4afcc44f748	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Micrococcaceae			0.999999998
5f01860b92d040a8292068587b14e691	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999708231
c3e1345f0d45ef03cb8d2b6475a890b1	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__Nitrosocosmicus	 s__Nitrosocosmicus hydrocola	0.987704628
23002cb8e5fafc85d6165bcecee1d22d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.999197178
704bb18d32079bee8aec56f6eea0e0ce	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__	 g__	 s__	0.999994966
b51aaeefbc2a97bf0db370d41fd7e493	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae			0.999999975
051248e3d7e31dfb9ce8de793a97b6f2	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__SCN-69-37	 g__SCN-69-37	 s__	0.998158472
0052997f3114e9a350300fa62719d564	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__PSRF01		0.9615157
71582281edf705eb59a48c1a50e59a86	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_502138	 f__Devosiaceae	 g__Devosia_A_501803		0.998724295
ff8123ece2a6aff4b7f2750a928e83ec	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia_401430	 o__Acidimicrobiales	 f__AC-14	 g__AC-14	 s__AC-14 sp005888325	0.999657831
7d2d1b7d4e351f67f982eff3c2fe17cd	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__VFJQ01	 s__VFJQ01 sp009885995	0.999959089
8b10efb60e9ddd2cb7fcd09c8fa35166	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae_405336	 g__F1-60-MAGs163		0.920459692
d68e5db43ed592beada9818c7dad8e6c	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5066	 f__	 g__	 s__	0.999999525
9a9d60dff4a1cf50f489b3e45e0879b9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597439	 f__Usitatibacteraceae	 g__Usitatibacter	 s__	0.72636201
9ca5c6b3923a29ddca908fc1a47ffca1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales_616009	 f__Xanthomonadaceae_616009	 g__Arenimonas_613591	 s__Arenimonas oryziterrae	0.999724812
cea9f9b4d859245912c935c9e6fec237	d__Bacteria	 p__Chloroflexota	 c__Limnocylindria	 o__Limnocylindrales	 f__CSP1-4	 g__GWC2-73-18	 s__	0.999566114
c639f70ccca7c6dbc19384f369cc38d2	d__Bacteria	 p__Chloroflexota	 c__Anaerolineae	 o__UBA4142	 f__UBA4142	 g__UBA4142	 s__UBA4142 sp002400365	0.887515795
d44ee1c36fcc9b098d56b04791f30386	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales_650611	 f__Pseudomonadaceae	 g__Pseudomonas_E_647464		0.999540188
89fe561433ce9c6fcaf90d8deb88271b	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__	 s__	0.982970415
ef3973c11f25271f8f1f48a5f7d21e39	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999957991
c09563e31635d061641ff75dc777f7a9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_504705	 f__Xanthobacteraceae_503485	 g__Bradyrhizobium		0.900312888
067b8e7fc5a9eeec4a1c1be27c0a853d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales_616009	 f__Xanthomonadaceae_616009			0.999999999
9b5bebe83b92a72369289b77cdcb0171	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__UBA11740	 s__UBA11740 sp003168335	0.998556059
f996f848d7af99bbd16d51a76bb8da09	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999988376
56acd54962aaed6383d2cc96c94dce56	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.992198475
ebd259593663dc49ae6ba8ad84b89b8c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999989871
801b1df1cbf083d60d4ae99fcef32080	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__UBA4664	 f__SCTI01	 g__SCTI01	 s__SCTI01 sp004297735	0.976394887
ab7891e0f88bc191745db487ec7c6965	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Micrococcaceae	 g__Paenarthrobacter		0.996353861
de5a98434464ead1fdea70c7a297a2d5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999782619
4db23a5f34dc9d4426fed4d6b8555286	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Dermatophilaceae_390796	 g__Terrabacter		0.997950992
dca3e8091dbf363d5a211f80848dd7c2	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5066	 f__	 g__	 s__	0.999999852
886e3b609eb490e1bbbc69c1b296245e	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__TA-21	 s__TA-21 sp005877075	0.999791109
ff0657f7d2bbcebca1ad6be54e887f24	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_426821	 g__OLB17_426821	 s__OLB17 sp001567505	0.994744374
77f48eb276896ac721d9660445ccd696	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__TA-21	 s__TA-21 sp005877075	0.998736398
5885af175ec4f654299f2d07d249b932	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__Nitrosocosmicus	 s__Nitrosocosmicus hydrocola	0.96291297
7774b77bbabdd9fdb09f14add8d48a0f	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.99999734
a799adf1c40ad36daa84625bd855e8ee	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522	 g__Variovorax	 s__Variovorax paradoxus_C_587666	0.924902273
dd03be4f06e6cdba256a582ce3cb770e	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__UBA11740	 s__UBA11740 sp003168335	0.99558021
26e90ea080c6160db2950d7d4b85846e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999947425
90679102b11569080621aff73401835f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522	 g__Ramlibacter_582307		0.941272312
3585021835f92062e3905fda1086a40f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Caulobacter_487784		0.998580287
60d03e4a869bcab5dcad1a09671732d9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265	 s__Sphingomicrobium sediminicola	0.994001716
0b382f07639028ea960c7b5099ce7fd8	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__PSRF01	 s__PSRF01 sp002427845	0.999994401
05e8b422087270ed4fcfaf95cd8b94a9	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.999984903
9917aad30db606e51788a6b011ce3b73	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium_485351		0.735878045
8ad25d9768193b89b090ec9114491d2b	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__PSRF01	 s__	0.997347053
1b86f9be5bce7a20bcf239e2b9d628b3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Caulobacter_487784		0.999995345
e2b0e8123407c0522e65cc247a76628f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501059	 f__Rhizobiaceae_A_501059			0.748479157
bd9e32dc89a09a760224cc54299ae80a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265	 s__Sphingomicrobium daechungense	0.999964445
78e5ccc389e44b75d744c3a58289d336	d__Bacteria	 p__Chloroflexota	 c__Anaerolineae	 o__Anaerolineales	 f__UBA6663	 g__SpSt-583	 s__SpSt-583 sp011367385	0.999899351
e5b107bda5e461089358a3f44462f6fb	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae			0.996265855
6c178cce4595cdbd601c6a678885170e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Phenylobacterium	 s__Phenylobacterium kunshanense	0.841150603
3e37cbf592eed8db558988be92d6cc49	d__Bacteria	 p__Firmicutes_D	 c__Bacilli	 o__Bacillales_B_302584	 f__DSM-18226_301387	 g__Neobacillus		0.963976009
d0e949748d90852de1e6e0cc35a5551c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae_966727	 g__Flavisolibacter_B	 s__Flavisolibacter_B ginsengisoli	0.730226056
ccde375b6b026cb8fd505e80c20098ec	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__UBA10450	 g__AV80	 s__AV80 sp003134765	0.962768382
66646c0a0310584ae1c3c72a818dfc57	d__Bacteria	 p__Methylomirabilota	 c__Methylomirabilia	 o__Rokubacteriales	 f__CSP1-6	 g__UBA12499	 s__UBA12499 sp001788395	0.947069746
d44941abf249d26879031652f08ac1bb	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__	 g__	 s__	0.999941422
d3c2200563032dd40cc2d16559bc21c4	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_427640	 g__OLB17_427637	 s__OLB17 sp003223025	0.996971364
37061265fc4d03ca3b4b2c887241569c	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01		0.98722403
9b13fa4948cd7bcb56dd1d90bd988fe1	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Blastocatellaceae_427736	 g__Stenotrophobacter_427736	 s__Stenotrophobacter terrae	0.929774594
42944b63b57b078269d79c0c3a403454	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__SCN-69-37	 g__SCN-69-37	 s__	0.999097625
f65682676bf983a13ae61071e3baeff2	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.994413649
239a527610549a988dabae430f3e08db	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__VFJQ01	 s__VFJQ01 sp009885995	0.999975622
ac04a69869da1097e8f92cba52ea312e	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Blastocatellaceae_426820	 g__	 s__	0.999836399
27b59a42d3cd77fb4d56c2d130fe3634	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__	 f__	 g__	 s__	0.99521784
6769d658be093cbccfdb5d66d5b0a3ed	d__Bacteria	 p__Chloroflexota	 c__Limnocylindria	 o__Limnocylindrales	 f__CSP1-4	 g__GWC2-73-18	 s__	0.999645545
d7eaa06df8c38156ba95f57eefb2be24	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.998739428
26247a18506b8b2385fcb6460cac1500	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae_405341	 g__Solirubrobacter	 s__Solirubrobacter soli	0.866720211
e0a2b1150a6c0137d9423fdb736dc5ce	d__Bacteria							1
c1d35969bf604849c6e2adec680d8ef8	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales				1
cf7a93f201b1d86d761150a8db411345	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium_485350		0.739923329
6a3b81ace6a9a68bc16486f410c773e4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_504705	 f__Xanthobacteraceae_503485	 g__Z2-YC6860		0.98966544
97c750ac5f4fe9f454e9880f7706940e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_580492	 g__Paraburkholderia_580243		0.875462564
b7f4d8028482a2f1898705b967bcbfb7	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__SCN-69-37	 g__SCN-69-37	 s__	0.998577031
f6a7e105657a2c8e57f686ad1f5366f4	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01	 s__	0.990375686
be4ef67fd3f88d320fb0916219687e94	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.98699219
1f27eb8ef93c63e4fbd63838b308e92e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae_966727	 g__Niastella	 s__Niastella koreensis	0.764796017
909024be9f39b0709db7328526f950b2	d__Bacteria	 p__Firmicutes_D	 c__Bacilli					0.760517458
1c36b399b20da765eff7c2fb569c4dcb	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_427640	 g__OLB17_427637	 s__OLB17 sp003223025	0.997662229
47a7328f54b6d17e1d6a2f25ea90f568	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__Chthonomonadales	 f__Chthonomonadaceae	 g__Chthonomonas	 s__	1
d00bdb7a37402d864b086dd2a0e7d12d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522	 g__Ramlibacter_588642		0.725035417
6cada2f9db1e861004c9e71ae776527d	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__UBA10450	 g__AV80	 s__AV80 sp003134765	0.989604519
f03d8472c2555bd6e70a237210efc9e2	d__Bacteria	 p__Chloroflexota	 c__Dehalococcoidia	 o__DSTF01	 f__WHTK01	 g__WHTK01	 s__WHTK01 sp009377745	0.951848356
6308ee83d74810e8123a63a8acbaa79a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Dyadobacter_906144		0.982007306
adb1c0dfcae0a07f1a029ea88814de83	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597439	 f__Usitatibacteraceae	 g__Usitatibacter	 s__	0.954352453
bee818fd61abd18b54ee1c1e33f8ea51	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999999962
222dcdfe27212c880cc39f637029b355	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_426821	 g__OLB17_426821	 s__OLB17 sp001567505	0.898345313
8bb807f4f8d34064553036042ca40fb3	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__PSRF01	 s__PSRF01 sp002427845	0.986529674
aa21628e6c517a6999c416e1fb0702c2	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__SCN-69-37	 g__SCN-69-37	 s__	0.999997676
da9e01bab91db45708b18683225df107	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__TA-21	 s__TA-21 sp005877075	0.998872038
86aaf880dcae99a9d0580e89d7b43f59	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265		0.998485296
216919f7dc9cdadf13a17073629d2f9e	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01	 s__	0.999899749
beefd21e4e85459af287208ec400cce7	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaera	 s__Pedosphaera parvula	0.999997755
bafe930c8f8019dddab868bddc51f640	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5066	 f__	 g__	 s__	0.999999526
260a3adf777e0ca018bb700d28195d9a	d__Bacteria	 p__Methylomirabilota	 c__Methylomirabilia	 o__Rokubacteriales	 f__CSP1-6	 g__	 s__	0.705204996
5cc0160eb98ed7d43d80d5cc27eb7c68	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.997283925
97c062a4f480d7e7376f9fb634e67983	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.999430047
0d71b96e50601a992fe02713138be238	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__AG11	 s__	1
c75e6a63579c2b9c5bdaa83e0488f560	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__	 g__	 s__	0.999999705
9f9aec9e6ea1a095f866295f88499642	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.993425025
3f1d9d29797a2d68fec94185f3d1cab0	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Dermatophilaceae_390796	 g__Phycicoccus_A_390393	 s__	0.950563222
1c29485ec779c6205f4a7426dfe04286	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Mycobacteriales	 f__Mycobacteriaceae	 g__Mycobacterium		0.999997886
7277e67f2a2a90904b67ef7b2a5a28a0	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__AG11	 s__	1
2af5c0ef9084662e2ca44bdb4b168904	d__Bacteria	 p__Chloroflexota	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__	 s__	0.999992339
cc10323a14273677a0cc8a74198f37cd	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597433	 f__SG8-39	 g__SCGC-AG-212-J23	 s__SCGC-AG-212-J23 sp005881595	0.999833131
9ecf8edcbba3c871af90138711545735	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Dermatophilaceae_390796			0.99999993
721bec93178db8ac44d9855db64fd88d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	 s__Reyranella soli	0.993396613
eb56e39c36cc13130f2b6f0c8941cda9	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__UBA4665	 g__PMNU01	 s__PMNU01 sp002952755	0.999051118
a28b3879b0ecdadccb8eb1d09871c871	d__Bacteria	 p__Firmicutes_D	 c__Bacilli	 o__Bacillales_B_306089	 f__Bacillaceae_H_289398	 g__Priestia		0.999789477
ea84219170dd157b11f4dfd3ae004b70	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597433	 f__SG8-39	 g__SCGC-AG-212-J23	 s__SCGC-AG-212-J23 sp005881595	0.978085179
17b69ff2b4a1e92a9e5bba6036bbda51	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522	 g__Variovorax		0.951926508
0c5a79c80942b3c3d2d2aa0fd9f1e2b2	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__SCN-69-37	 g__SCN-69-37	 s__	0.72103
c1413f07c7154238d3c042c1c46c6073	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas_L_486704		0.999419258
bfbe52a9e10641173d2845169c3e5446	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae_966727	 g__Ginsengibacter	 s__Ginsengibacter hankyongi	0.999779536
c9fa5796c5d49cf56573eaf06b68f909	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.997103797
91c61a05f437458e574b1d4f9b3df5c1	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_426821	 g__OLB17_426821	 s__OLB17 sp001567505	0.99391727
2ff1f4a1ef124c1ea95c958d6b3793cc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Mucilaginibacter_A		0.999801826
50224a2e7aa07e4a1283c1649cd0c8c9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_574758	 g__Massilia		0.962665184
57390216d7bca3f81aea10dd9b7652e5	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__UBA4665	 g__UBA5150	 s__UBA5150 sp002792275	0.777010292
d185338e32063a691256e8aedde84de6	d__Bacteria	 p__Bdellovibrionota_E	 c__Bdellovibrionia_A_473294	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__Bdellovibrio bacteriovorus_E	0.999999593
8b9aeba17d76b345a287fa96ebb407cc	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01	 s__	0.999976941
80725de75f47b0a6f7da6b938c784139	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Dongiales	 f__Dongiaceae	 g__Dongia_507335	 s__Dongia sp000620685	0.999771249
ae141e2ba93f5fe84153c53e095395f3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522	 g__Ramlibacter_582307		0.8883186
fcbcd2f7caca898f9a0c0cd2ff293fac	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__AG11	 s__	1
fc7232ba001cd6919ab3fc00defa2b06	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__TA-21	 s__TA-21 sp005877075	0.833465865
9318f394b2e27570e35b5e888510ba32	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	 s__Gemmatimonas aurantiaca	0.703465517
