Feature_ID	Domain	Phyla	Class	Order	Family	Genus	Species	Confidence
7defe740aa3084fa655aa8cd1fc9a743	d__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__UBA7694	 f__UBA7694	 g__GCA-2770975	 s__GCA-2770975 sp002783405	0.999999075
221a2f7048cf60eb5d2b2d9230b363ee	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae_900466			1
3a0600707fa182ca6db3d826620aeedb	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__UBA10450	 g__AV80	 s__AV80 sp003134765	0.968719931
3175d3595be8094ca15f9abcfffbcbeb	d__Bacteria							0.999351751
d5ff832d04a1d9d6b6135eb45a97739f	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Arenimicrobiaceae_433911	 g__Arenimicrobium	 s__Arenimicrobium luteum	0.994563378
384314aa8c0621e114422f134138c57a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_504705	 f__Xanthobacteraceae_503485			0.998617164
1511a51486ce7de64313c0de2a5fc052	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__TA-21	 s__TA-21 sp005877075	0.98558695
100b5dc22395cd6f2b2ac28908debb64	d__Bacteria	 p__Chloroflexota	 c__Dehalococcoidia	 o__DSTF01	 f__WHTK01	 g__WHTK01	 s__WHTK01 sp009377745	0.920622778
995ac83d50c9e6ce71c13e3eb3bfcdc5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597441	 f__SG8-41	 g__UBA5216	 s__UBA5216 sp902825845	0.996132841
07df1a29db58e39b1390125ddc6bb224	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae			0.99792343
ac8ab132dbb9cec68f1e13da419b1d29	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.998145597
574dbfcbb9235362c3a827d3d384470a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597433	 f__SG8-39	 g__SCGC-AG-212-J23	 s__SCGC-AG-212-J23 sp005881595	0.998950704
9e6a3baab58b7d7b4d3c73c35df69d97	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales_650611	 f__Pseudomonadaceae	 g__Pseudomonas_E_647464		0.98617207
0bd8b057c6ac446c64f8d80a717c7854	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__Chthoniobacter flavus	0.999518678
f6a7531cfb5d216be908ada391df788a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_502138	 f__Devosiaceae	 g__Devosia_A_501803	 s__Devosia_A_501803 confluentis	0.990725557
da4e45a984189da1ccde7418d909f659	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Asticcacaulis		0.999997248
119eea795d97d0993d93777313bc1eb2	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Micrococcaceae	 g__Micrococcus	 s__Micrococcus luteus	0.712115999
37cb024a4dbdbe048510d48e9802db7a	d__Bacteria							0.999999995
370959a516d56760bb929921b8647669	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__	 g__	 s__	0.965444506
6e611b641703c749a036e1cbb49f9aba	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_574758			0.999999507
259db6c214b989fd2c21b4e296e19942	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5066	 f__Gp7-AA6	 g__Gp7-AA6	 s__Gp7-AA6 sp003222385	0.999974891
16e4096bb9f5ba8efa4570288e8f28d9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_574934			0.921740435
506d44e78f91d8269154ec0080604795	d__Bacteria	 p__Planctomycetota	 c__Planctomycetia	 o__Gemmatales	 f__Gemmataceae			0.963835121
b33f2bbc19fce2492b911821a32ed2fd	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Solibacter	 s__Solibacter usitatus_A	0.999918338
7a8880865333298798ac1794a4cb79a6	d__Archaea	 p__Thermoproteota	 c__Nitrososphaeria_A	 o__Nitrososphaerales	 f__Nitrososphaeraceae	 g__TA-21	 s__TA-21 sp005877075	0.75912462
7054df326361e3d88250d3a55babfdfc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597437	 f__Casimicrobiaceae	 g__VBCG01	 s__VBCG01 sp005881895	0.999999743
891e017ca5c01ec85552362d387767db	d__Bacteria	 p__Chloroflexota	 c__Chloroflexia	 o__Thermomicrobiales	 f__	 g__	 s__	0.999822537
5d2cfd959cc2b6cde03ddc4c01b6fa83	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__	 g__	 s__	0.985865906
d984ed6d271cfff964438a4cdd319850	d__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__UBA7694	 f__UBA7694	 g__GCA-2770975	 s__GCA-2770975 sp002783405	1
8380746c92658769bfac66826cec753b	d__Bacteria	 p__Armatimonadota	 c__Chthonomonadetes	 o__	 f__	 g__	 s__	0.998578812
55019faa7f4fb1269b075eb5fea02403	d__Bacteria	 p__Acidobacteriota						0.885208568
2b91b1b7ea485b686fc19de50b7f14b8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Allosphingosinicella		0.984106204
028125e998421a4673fbc1f005a87536	d__Bacteria	 p__Acidobacteriota	 c__HRBIN11	 o__HRBIN11	 f__HRBIN11	 g__HRBIN11	 s__	0.997871595
e09d6c64a74a73b3cf37b36b8694fb2b	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Terrimicrobiaceae	 g__Terrimicrobium	 s__Terrimicrobium sacchariphilum	0.999999996
c9aea435821b51653cfd1fdf3162bbab	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__AG11	 s__	0.999840611
be5cb6687bc971cedd9254866b564c8a	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Actinomycetales	 f__Cellulomonadaceae	 g__Cellulomonas		0.999661589
468e77da9dd92de79786771411adbc3b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_574758	 g__Massilia		0.999565438
8c53d7dbb898ad54eeb741901e49f9c1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	 s__Reyranella soli	0.993070819
2aaaf82eff5cd72a2d3cc69e5d4944a9	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia_401430	 o__Acidimicrobiales	 f__Ilumatobacteraceae	 g__Ilumatobacter_A	 s__Ilumatobacter_A coccineus_A_400748	0.989750887
1ce37b287e64d222fbf770fd59e09e0d	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__PSRF01	 s__PSRF01 sp002427845	0.999900818
0a0e27de670d66b5cb49ad0400e168cf	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaera	 s__Pedosphaera parvula	0.999460308
940211ba17ecc3c58952c1c289ade987	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265	 s__Sphingomicrobium edaphi	0.821092752
b53e5df5a5e758812f84dcd295d23108	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales_877923	 f__Flavobacteriaceae	 g__Flavobacterium	 s__Flavobacterium album_A_818019	0.995206649
eb605de342d84cc12a8f10a297dbb3be	d__Bacteria	 p__Chloroflexota	 c__Limnocylindria	 o__Limnocylindrales	 f__CSP1-4	 g__GWC2-73-18	 s__	0.99999782
bd91811682d2abf2e80e9fc5ef193bbd	d__Bacteria							0.999999819
8a305cebcbf04c4869e91d5c973c09c0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas_L_486704		0.847090849
697bee58fa750ed88e1b390efef4649d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597441	 f__SG8-41	 g__UBA5216	 s__UBA5216 sp902825845	0.999862451
ec70c40c5059590426ba76e9ab8b228c	d__Bacteria	 p__Bacteroidota	 c__Rhodothermia	 o__Rhodothermales				0.999991031
2c321be84c207512d1873af19a6c2d50	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter_887417	 s__Pedobacter lotistagni	0.966468122
58cd02a54e86b905a97a61d9bfc17ba3	d__Bacteria							0.999998634
a624952a2bfa327cb624201227d32faf	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__	 g__	 s__	0.997897939
471719b90033c72696482188034bfc84	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Dongiales	 f__Dongiaceae	 g__Dongia_507335	 s__Dongia sp000620685	0.991898099
3251676c53491be8e8323979c8da07d1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.99902058
9d0b83e055c74fa32d2ccbeb4c2cfb3f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__AKYH767	 f__B-17BO	 g__UBA2475	 s__UBA2475 sp002319075	0.999999998
461d8e0b0cd851f7aecfaae8c7e834df	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae_966727	 g__VBAR01	 s__VBAR01 sp005882315	0.999853809
b1208c70b48a6745d9d1830be262ef30	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592524	 f__Burkholderiaceae_A_580492	 g__Caballeronia		0.999989514
d4423b0dfb00e482554449041884d1e8	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5066	 f__	 g__	 s__	0.999998939
ff0574dee7cde5d3a1182a20fa392ab8	d__Bacteria	 p__Eisenbacteria	 c__RBG-16-71-46	 o__RBG-16-71-46	 f__RBG-16-71-46	 g__RBG-16-71-46	 s__	0.791095418
3c942f6e7820ebcf70c2cde627e0e6bb	d__Bacteria	 p__Actinobacteriota						0.999997893
763a823d70d369f6d1875e6b7ff45b1f	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_426821	 g__OLB17_426821	 s__OLB17 sp001567505	0.999997119
1b315eee2956c287ab6e15e60c1825a6	d__Bacteria	 p__Chloroflexota	 c__Limnocylindria	 o__QHBO01	 f__QHBO01	 g__CF-167	 s__CF-167 sp005879775	0.999999989
66b002acf9870e950572fdd60fb494bb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597441	 f__SHXO01	 g__SHXO01	 s__	0.999999867
c76225da18f5df190cc5d95c71966fbf	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Blastocatellaceae_426820	 g__Tellurimicrobium	 s__Tellurimicrobium multivorans	0.874436964
a6d66ad839cc50d93a3fcf73b0c91c48	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales_650611	 f__Pseudomonadaceae	 g__Pseudomonas_E_647464		0.985557596
3c691f68b7f32c1134696624e215b92f	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Methylacidiphilales	 f__JAAUTS01	 g__	 s__	1
8fa691ec9f11d9601d0e6ac0beef7f13	d__Bacteria	 p__Chloroflexota	 c__Anaerolineae	 o__Aggregatilineales	 f__J027	 g__JAAUUD01	 s__JAAUUD01 sp012031655	0.752952425
f49ebde64a8773d4b46394d98380dff2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinilabiliaceae	 g__JC017	 s__JC017 sp004296775	0.999984051
16fbf8968bd5dbb88bf2569a6033c385	d__Bacteria	 p__Planctomycetota	 c__Planctomycetia	 o__Planctomycetales	 f__UBA10511	 g__UBA10511	 s__	0.999014277
8bb6b89f526ab2617fe3d77221055a65	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__VFJQ01	 s__VFJQ01 sp009885995	0.999668415
7cf69f5aef1c6966a93da40521130a39	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.999607558
0c63d38348888467e2c95a6b8069f327	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__AKYH767	 f__B-17BO	 g__UBA2475	 s__UBA2475 sp002319075	1
dd43f0427059e6bb9c0e1733f8a540d5	d__Bacteria	 p__Chloroflexota	 c__Limnocylindria	 o__QHBO01	 f__QHBO01	 g__CF-167	 s__CF-167 sp005879775	0.999993062
0182185bedc45e398a24482b20bef706	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Pedosphaera	 s__Pedosphaera parvula	0.99385949
0a7b0da3d81d3cb554cb293583bd857b	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__Chthoniobacter flavus	0.998841722
5627b14befcf129a842f1866cf460025	d__Bacteria	 p__Planctomycetota	 c__Planctomycetia	 o__Planctomycetales	 f__Planctomycetaceae	 g__Caulifigura	 s__Caulifigura coniformis	0.999999994
cce0c3eb6eee4b3f2f0b6c5f6fc2504a	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Fen-336	 f__Fen-336	 g__WYBL01	 s__WYBL01 sp011526565	0.787911375
17ef809c60e0e070fe25c8154d9cad35	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales	 f__Gaiellaceae	 g__Palsa-739	 s__Palsa-739 sp003139545	0.999994651
544b469443327eb9c292bc93b23a87f9	d__Bacteria							1
d88f40575078498795983b3f4ff57813	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae			0.999552903
3216eca586665fb3acaa1a88afd21785	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__UBA4665	 g__PMNU01	 s__PMNU01 sp002952755	0.970550133
1c09c57ee534d22a1804d1fb065318ec	d__Bacteria							0.999999904
759d4eb689fe363c1a0bcccf56b07358	d__Bacteria	 p__Armatimonadota	 c__Abditibacteria	 o__Abditibacteriales	 f__Abditibacteriaceae	 g__Abditibacterium	 s__Abditibacterium utsteinense	0.863432645
e7afeda4af65aa6554f701483cae6b40	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Methylacidiphilales	 f__JAAUTS01	 g__	 s__	0.999999102
ce83393622fc68041124fd32057474d2	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5066	 f__Gp7-AA6	 g__Gp7-AA6	 s__Gp7-AA6 sp003222385	0.999591164
cb6748bb562e4646e34d641eefcada11	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265	 s__Sphingomonas oryziterrae	0.957243638
fe07e5252966e32e721586cad6a34db1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.999194557
783716f17ff046ea53170ce7abba67ea	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__	 g__	 s__	0.955477477
9b52b39fa42920c5f471cb94741fd254	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01	 s__	0.991892715
ece97837f0c5f0998204319223edd541	d__Bacteria							0.999999905
f66b5bad0d5903be886d0ea3211c08ad	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales_650611	 f__Pseudomonadaceae	 g__Pseudomonas_E_647464		0.920165528
0e19772bea16529e7a1f14b5bfdee49d	d__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__HGW-BRC1-1	 s__HGW-BRC1-1 sp002842095	0.800906024
3fd7fe10397330e4ebe6200e5a9c86fb	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Streptomycetales_400645	 f__Streptomycetaceae_400641			0.906150988
e829805260e5cfabc8eca7e57430a756	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__UBA1547	 g__2011-GWC2-44-17		0.701904246
ddd8d88689ed915496aeb1a1b546591b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae_966727	 g__Terrimonas_941540	 s__	0.763065956
dd3c1eba3c57b6108af40faa597a4b28	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae			0.999977737
c62ae6af81fbd08893446c2304ee698b	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales	 f__Gaiellaceae	 g__Palsa-739	 s__Palsa-739 sp003139545	0.714152131
5b7abc8bf8bb2cab8f857e8c99af6754	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomicrobium_483265	 s__Sphingomicrobium sinipercae	0.834149649
f1c6e8bc75d430c979f8667340790c55	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Propionibacteriales	 f__Nocardioidaceae			0.999999741
262e27e01f30a614ea551d77781942da	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.998539764
6bfbe137c96adeeb70ed908bc8faf055	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	 s__Chthoniobacter flavus	0.99970977
76255dbd18975e3134388f6a93ed18d1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_500279	 f__Rhizobiaceae_A_500279	 g__Neorhizobium		0.999766899
2a54d645b747ae591e9765ddbe33f455	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria					0.999883901
fec36a18658ac67a83836732f6ec7311	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__UBA7656	 f__UBA7656	 g__QHVH01	 s__QHVH01 sp003222245	1
56fd466b9d9086e738e451d99285713d	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__ER46	 s__ER46 sp003054705	0.998549058
0c08437b380d901e811bbe3b7771d9b9	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__GWC2-71-9	 g__Palsa-1233		0.827835922
41fbc4c07a642bdcf6b6148bbc5179a0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales_616009	 f__Xanthomonadaceae_616009	 g__Arenimonas_613591		0.99999659
10e07af891655032e30d39af80ee8424	d__Bacteria	 p__Planctomycetota	 c__Planctomycetia	 o__Gemmatales	 f__Gemmataceae	 g__	 s__	0.962802325
93be64a33c9d6d9e00f345b08c037f98	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Asticcacaulis	 s__Asticcacaulis benevestitus	0.823469583
ce2c6947b373ba07bd2c1f686b118287	d__Bacteria	 p__Chloroflexota	 c__Dehalococcoidia					0.999999978
1865c71501e17e62c38aeca9ea2fca6d	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01		0.780995255
29e11184fcc53e93828fce4b2434cd7f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales_616009	 f__Xanthomonadaceae_616009	 g__Arenimonas_613591		0.99571564
842042ccd61dd605dc20b5bd2f41bdd1	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Mycobacteriales	 f__Pseudonocardiaceae	 g__Pseudonocardia		0.98323876
62946d84c011b82077877afffad875cf	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501637	 f__Kaistiaceae_501637	 g__Bauldia	 s__	0.829846124
96d97cd9fa6a36ee72a5167e2ea7eeaa	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522			0.999999828
ff81c794293ef12765091350530afad2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597437	 f__Casimicrobiaceae	 g__VBCG01	 s__VBCG01 sp005881895	0.999826961
0807f8121ee3c93194ed3c3830d9e34e	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.994141084
cc15b13dce1a6724a4e6bdbaecb924be	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_501058	 f__Rhizobiaceae_A_501058	 g__Rhizobium_A_501058		0.998714677
c2ec0f3ea9c6e1a302fafd539663a38c	d__Bacteria	 p__Planctomycetota	 c__Planctomycetia	 o__Gemmatales	 f__Gemmataceae	 g__Zavarzinella	 s__Zavarzinella formosa	0.91186767
d6b4b7cee2f004ec25e3f30e4a3d27d6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_500471	 f__Rhizobiaceae_A_500471	 g__Agrobacterium		0.727678921
d53a9c341e8f567bd202963e0f483814	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales	 f__Gaiellaceae	 g__Palsa-739	 s__Palsa-739 sp003139545	0.999817773
498c8fa0936f905893eaddbbc56fdeea	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01	 s__	0.931364193
63800b9edc7a543046a49666650c4cf2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_597433	 f__SG8-39	 g__SCGC-AG-212-J23	 s__SCGC-AG-212-J23 sp005881595	0.993262694
15d3b5140ba038e00ce574b76e9202c8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales_A_504723	 f__Aestuariivirgaceae	 g__Nordella	 s__Nordella sp011046735	0.999999861
342d81ee843b951002434db9cdeb0af6	d__Bacteria	 p__Chloroflexota	 c__Chloroflexia					0.985367232
00c211af096b51c6277e1265f256e1ff	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__VFJQ01	 s__VFJQ01 sp009885995	0.721634391
19a4c357e7d28f042450baf8edbad799	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Blastocatellaceae_426820	 g__Tellurimicrobium	 s__Tellurimicrobium multivorans	0.800449379
f864774b0e635e1b1a81ff348329bcce	d__Bacteria							1
01cdc1acf4d3a1db9b8ab5082534166a	d__Bacteria	 p__Chloroflexota	 c__Limnocylindria	 o__Limnocylindrales	 f__CSP1-4	 g__GWC2-73-18	 s__	0.963160098
573fb9b8385a6a11429280cd3b1dd47f	d__Bacteria	 p__Acidobacteriota	 c__Blastocatellia	 o__Pyrinomonadales	 f__Pyrinomonadaceae_433871	 g__PSRF01	 s__PSRF01 sp002427845	0.999958342
1df790538e31e7e85a91d873862ec975	d__Bacteria	 p__Desulfobacterota_B	 c__Binatia	 o__UTPRO1	 f__DP-6	 g__DP-6	 s__	0.85035214
e8294d65d59ecd4bd36b2de467c5e4bc	d__Bacteria	 p__Cyanobacteria	 c__Vampirovibrionia	 o__	 f__	 g__	 s__	0.997528027
fcb0fd42ee051b80d9d5041c93699f17	d__Bacteria	 p__Chloroflexota	 c__Chloroflexia	 o__Thermomicrobiales	 f__	 g__	 s__	0.999880645
ecf9371490d6c29346e7511343ba0dd0	d__Bacteria							1
073c5a601889163116fa312409c49445	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__IMCC26134_A	 s__	0.999981783
2a56b9ea6260d6fbdd44b1bb07170fc7	d__Bacteria							0.999998223
34a8447e4850e8ad89f6e83db8496e00	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__UBA5704	 f__UBA5704	 g__	 s__	0.997000936
8546535ca4acb08edccdf5062b7a3406	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales_592522	 f__Burkholderiaceae_A_592522			0.999999976
f40facbeebd25cddff605a96ca496cb8	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__UBA4664	 f__UBA4664	 g__UBA4664	 s__	0.996387245
c0b91a4bccaf63ec6d65083ee4b49013	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__	 s__	0.999678633
164db9378ec0409cdb517e09d79d6fcb	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Longimicrobiales	 f__RSA9	 g__RSA9		0.71446179
3dff9b3aafce1c2b5e3e145197298f2a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter_887417		0.999997291
49a547da29a79786d02f576a34be6eea	d__Bacteria	 p__Actinobacteriota	 c__Actinomycetia	 o__Streptomycetales_400645	 f__Streptomycetaceae_400641			0.905441663
dee00827b6e096ce8720f4be2e761cb6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales_613062	 f__Rhodanobacteraceae_613062	 g__Dyella_B		0.995236806
f7ce4bd2a74d99ea68350bb0a4365a05	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__Tepidisphaeraceae	 g__UBA2421	 s__	0.999999801
4052d43865da1ed37449358d690401ba	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales_877923	 f__Weeksellaceae	 g__Chryseobacterium_796614		0.999671621
541600a96a149569fb396fd7578b4503	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__UBA2999	 g__WHSN01	 s__	0.999919132
