asv DA_Intercept DA_Fraction_Viable_cells_Active
68ea1f522b13b4575419a979a862d669 FALSE FALSE
0244d699282259fe926fb0ffcd109ef3 FALSE FALSE
00866157edf6c548a844bb3088bfacf9 TRUE FALSE
ba4626183c0625c2fc18fcf99e357c91 TRUE FALSE
ddb1bea558f4d23038d3f5acd9869afa TRUE FALSE
1e524905d3251c4f427362daba73edf7 FALSE FALSE
4fafe95b65dd85599d9350661e81bec8 FALSE FALSE
25ebbbd07dc2a884d741eafcb9743584 FALSE FALSE
a7fc9fc850b33856fa234b6fb45e84ac FALSE FALSE
c54b2cb79cca393d0ecbb203a9ec0040 FALSE FALSE
c6a86bcc85006ef174842b0ea08dbb5e FALSE FALSE
c42ca97f6d975ff5918114989ad4b692 FALSE FALSE
4393df8c492f76b8f76211c921bc47fd FALSE FALSE
577c09e44d285f693c86c581446f349c TRUE FALSE
2dfc0239ac647e6b48ea7d465ec00dab FALSE FALSE
f8510b1cb497110b59b2594de356664f FALSE FALSE
1208e1c9740a3a25fad8a607bb084022 FALSE FALSE
6ed45cd6153aab2501a71ca4ee440d63 FALSE FALSE
7fefaef89a42882fc8b9b90933b4bd6c FALSE FALSE
5007db88471ff8918a88d00c914b3f94 FALSE FALSE
7b1c20c1c971b5fbb1036d0e82770f9d FALSE FALSE
04f976e35360ae076e999ed08781f1b9 FALSE FALSE
500dc5d82f9fa569396e2e65db85d201 FALSE FALSE
c62c7dc6196e8273d400cbfe4585fd1b FALSE FALSE
2b2dfe0d1d7ebcacb09ef599e802b2c6 FALSE FALSE
0acf6d5f82852d3ebe96fa4ce5d8e24c FALSE FALSE
7af64b911999bcf570f167fce4226167 FALSE FALSE
2f5347e1efe26013dcfe76797e86dd58 TRUE FALSE
5276b7aa9712dda96d202e66264a566e FALSE FALSE
8ac1e7bf096b2c02e80a7eb542c36fe1 FALSE FALSE
61af3f86db84fd3afcf61573b011d4e8 FALSE FALSE
1494db3403b9f858cb20c67cb531c86f FALSE FALSE
44ef62fa2d139a207965a5bbf09ece07 FALSE FALSE
48a8b3e3649051a87f40c12674bcde75 FALSE FALSE
01ba3fe8dd30fd6152e4ddbb0f8d3a2e FALSE FALSE
68ffb39b8a3ad98f4b25f7f4236ba187 FALSE FALSE
b0ef029f1f1e23e902c1434ff9c9d20c FALSE FALSE
f994b6f1734bf8d5b5d37e567b978ec5 FALSE FALSE
25d515f310d5cbf0f227fe25d2440bd5 FALSE FALSE
7a88368af73da218110949c53207494e FALSE FALSE
eabbfac3a63a134c1be090fb45a46ddd FALSE FALSE
476314768821f3300d01ad5e7b500802 FALSE FALSE
1497309d55bdf149741ea0758d78e5c2 TRUE FALSE
c7a2a27ff57d6962ae4a284bd8bc7dc8 FALSE FALSE
8546535ca4acb08edccdf5062b7a3406 FALSE FALSE
ccbbe6f52b7661f88145c0e129ece9a8 FALSE FALSE
8a750e3d9122dbc6b34a6227d30cdfdd FALSE FALSE
527d6d14ef207edc625b575dd153273c TRUE FALSE
39ed49f8ba1d89e1dea74f9f65a8f700 FALSE FALSE
681773bf480761aabda54ba20fb3887b FALSE FALSE
5caefcf4e59d47acf1eefd2a679ac15a FALSE FALSE
28b739f8857c9af5ef3b34042943b271 TRUE FALSE
5a94b2d07a059b8d509a68c1a706dd6e FALSE FALSE
68925611cbb3ef4421e3adf34cf184fe FALSE FALSE
4d9f3637e889d1fae9a04aecbc7fb5c4 FALSE FALSE
b173b8e717a45b7cbc30d110d8866a39 FALSE FALSE
e62193005ac6da17dd3a00cfec6f3a6e FALSE FALSE
070990aa7155d2f696a15932aeba346c TRUE FALSE
25e55fff16e0fab5bbc75c8bc4d77658 FALSE FALSE
14fdbdd2174172fadf74c8749c89941d FALSE FALSE
9a94ef6225bb688a0b3324379ad5030b TRUE FALSE
165a735ef23fa8fa646e310f4884066e FALSE FALSE
8456866c8525622d33027d3ffa18f08d FALSE FALSE
f324be66a6e6ce4b757ff542ce5e67ae FALSE FALSE
d501b6fc61e39d02ee3d7df63de494f4 FALSE FALSE
be01c5b067fc0a874a1db869de0d7c31 TRUE FALSE
67eb18136978ab44334dda9f15576f43 FALSE FALSE
f07f1ff880b2cbdee477ce8b3d557f91 FALSE FALSE
a043ae3b1b1605a9fb2b9f5a179a93df FALSE FALSE
bc046aae1e65cc428b25b6f8d2f8f957 FALSE FALSE
4e893d68fbf03b0af9022a974dcb9265 FALSE TRUE
6870e333679b726bbb8993ea7b1c832f FALSE TRUE
a4311a64dfc95e2fcb44c24d241eb947 FALSE FALSE
b413f2dd0789118425a2de4dadcbb2fe FALSE FALSE
8cb05cadeda12fcd11052e989d18bc93 TRUE FALSE
a763f7fd4be2fca6c2048f3151c2d4e8 FALSE FALSE
802f0fba332a18e84996288156408095 FALSE FALSE
91587f828dca7eb5647124ce6808fdea FALSE FALSE
0669f23d503b4ff7ff013e65bc4ecb67 FALSE TRUE
8a156bb0695b73b654daa6104c566220 FALSE FALSE
1655a6796c01ea6bc46ce2fbfc4f7c58 FALSE FALSE
60d0e9155d737048106c5419edaa3ea8 FALSE FALSE
c40a31fe97149beb345feca13021e282 FALSE FALSE
49269c2d68280bdad68e4223b2da941f FALSE FALSE
5b2365fa2989a384cd17fa04ac607d4a FALSE FALSE
8e88d29a2e4d4b639c21ea9579884e89 FALSE FALSE
addca60de8d1b0a659f08da871571936 TRUE FALSE
771f4633d689700e1331dc82eb9a845e FALSE FALSE
80e92214c8006a1e1347a4587f6b60c8 FALSE FALSE
99bbe20f4ed604e4fbcf50a7a5a75c0b FALSE FALSE
b64bfe17d59b006cd28d09b2ff9e0cf8 FALSE FALSE
83f65b9a8a069f05459976c5fe039f42 FALSE FALSE
da33c635dc49be40fbb01be9f2cdd30d TRUE FALSE
75c4f2e48fcdf4c82169f2be09b866ad FALSE FALSE
0706f0021e3d575dffa2809178f82b54 FALSE FALSE
1520651445788d36247c0f8d6ce10c90 TRUE FALSE
a7b1fbd9d053d020246b5f43af6d91a6 FALSE FALSE
c908f34bfef975803af3345d7ac76abf TRUE FALSE
c4c06b90dee24ef69bd720009fe0fb74 FALSE FALSE
8fe486abab3868924e100da73925b100 FALSE FALSE
330fa68fcf744d96a60c5c59ea8cd3fe FALSE FALSE
30e543aad89c5344724f72c5be7349c7 FALSE FALSE
f8a1ead5a072a2d9a2dd4470de2eef63 FALSE FALSE
8ef62820c42f22ad28e43ca34f2fa30a TRUE FALSE
c76c87cb0b7717bed667831514e8872c FALSE FALSE
2da5bd652571fc0bcffdaedef323370b TRUE FALSE
235f3cbdaf2230250b96e1f8ffe29a88 FALSE FALSE
2d15004331e6a5e84257e92dfed53250 FALSE FALSE
e7a6960be5fcfd18b28790e53cd863da TRUE FALSE
19f33a224a83d73658f42dcc2a043d0f TRUE FALSE
935396b58b01ebf610ea1ac502e3f358 TRUE FALSE
3e6564191e2ade5c478e029f1ab939e3 TRUE FALSE
1025fc91c5aa03f69237be3bb24bab28 FALSE FALSE
281a30ea07e639c0bc51ef3c8d64cbe5 FALSE FALSE
4568d824faf606e34fc83a8e307e46b1 FALSE FALSE
03ed791c31f337850838f5ec648a73f3 TRUE FALSE
6af669aa9db68434b7d61020e6c31796 FALSE FALSE
3c5d1e4614f18ec37c0b5c53b44ac34a FALSE FALSE
b82f9a38fa9dc6e71fc4c475f1fbd663 FALSE FALSE
414e02cf5418a992810e315e81d5bf2e FALSE FALSE
9e6d0c0abdfca1d9caa619654b2fcf46 TRUE FALSE
f4da68c3c41d04960148fed81edbc3f9 FALSE FALSE
de93a9349753c1922417d6de15024fde TRUE FALSE
f1d26cd4953b2614ce41222c11736525 FALSE FALSE
b36e54de8e61038385a80e7a24a50142 FALSE FALSE
f6afb7f74186d1d0359d86b8237a1d5e FALSE FALSE
2a13b4250e06e6fc3980788942bf86dc FALSE TRUE
8513831fd1156a104e1fa34a70c0ad2f TRUE FALSE
b4cff6c8d0358e7e8ff3df57a99a4b38 FALSE FALSE
97dd64537b144485b444e728dcd81532 TRUE FALSE
20512cec97dbc92a36129524c992b1ff FALSE FALSE
7b40e7a81cf5debe3c6c823cbd30b7cf TRUE FALSE
d991004e37ac5e6e4eb9709321ca44ca FALSE FALSE
5c55f557c66af160fd0f1502df79c2ff FALSE FALSE
23d8824d65d9181381264504dee21390 FALSE FALSE
233a53ee1f414405b62fe384add9d18c FALSE FALSE
948675be1372dae24a6187cd012a5ed9 FALSE FALSE
bee6cd2cf58add0c25e11026fa34a3e6 FALSE FALSE
61f1dfd764ba55f5a494b3f5337141a8 FALSE TRUE
09107958d0d31dc461cabd6049c9e48f TRUE FALSE
d609359871e577078e0d27cc948ed61e TRUE FALSE
a37f15e3203e16f79bf11f6781d7a972 FALSE FALSE
799808efcd68105860040375d8c52a53 TRUE FALSE
1c34e181249be821fddfed705ec7170e TRUE FALSE
31560656fb7cd7c75afba4de6ed03f28 TRUE FALSE
db9dc452cc7b0768e801905f76995f62 TRUE FALSE
bb535db5a56df06eb50a972e6824b907 FALSE TRUE
5eda06886f45a6bd90176fb8e5540013 TRUE FALSE
9a2bd24a82ffdccec3d2f9b18c439d6f FALSE FALSE
7c6e94351fbf98c64b59ad2f639fa385 TRUE FALSE
