"asv" "se_Intercept" "se_viable"
"1" "f18c54e493d5d5ad534b9c3100216416" 0.0508688592145425 0.282652073281173
"2" "509fca5a90d0b1dbec313e11c762a7e1" 0.0488690737226504 0.2951262993432
"3" "b0a6492dcd2c78db242d7b78618ab9ac" 0.73728980364338 1.02388091935486
"4" "fef6fa6624415b309a5ca9ff89d8efa0" 0.920202967855673 1.33268300885513
"5" "2acee427328d2e8641b8738258b15927" 0.174916271753307 0.345399834839583
"6" "75d7c7a1bfc0a32da8b15f370a363073" 0.701998659377742 0.772031217629723
"7" "d2e4b0d730d23797a6056490f9cb549c" 0.251133562484261 0.303812000267924
"8" "757d2e39206866545010c4afcc44f748" 0.094119456796351 0.30350112671927
"9" "c3e1345f0d45ef03cb8d2b6475a890b1" 1.08521380451378 1.12800577624633
"10" "051248e3d7e31dfb9ce8de793a97b6f2" 0.3088633384661 0.393342051471661
"11" "704bb18d32079bee8aec56f6eea0e0ce" 0.407816680964217 0.448173228994014
"12" "0052997f3114e9a350300fa62719d564" 0.14738897513209 0.249584518535942
"13" "b51aaeefbc2a97bf0db370d41fd7e493" 0.732629347893056 0.881954385630401
"14" "71582281edf705eb59a48c1a50e59a86" 0.236663221934933 0.283787811046907
"15" "ff8123ece2a6aff4b7f2750a928e83ec" 0.262592440286776 0.316918092209414
"16" "7d2d1b7d4e351f67f982eff3c2fe17cd" 0.305850909912281 0.398058816332302
"17" "8b10efb60e9ddd2cb7fcd09c8fa35166" 0.0434323347649498 0.18008787933695
"18" "d68e5db43ed592beada9818c7dad8e6c" 1.03941424993644 1.08080676041189
"19" "9a9d60dff4a1cf50f489b3e45e0879b9" 0.776342412390116 0.853949133088273
"20" "9ca5c6b3923a29ddca908fc1a47ffca1" 0.135495362190475 0.231394623778982
"21" "d44ee1c36fcc9b098d56b04791f30386" 0.204313018500574 0.913377331989175
"22" "c639f70ccca7c6dbc19384f369cc38d2" 0.801848516820481 1.22858301601712
"23" "89fe561433ce9c6fcaf90d8deb88271b" 0.768056457668069 0.813311367016022
"24" "ef3973c11f25271f8f1f48a5f7d21e39" 0.745421482968274 0.779107385461398
"25" "c09563e31635d061641ff75dc777f7a9" 0.248926185692139 0.308674581149006
"26" "067b8e7fc5a9eeec4a1c1be27c0a853d" 0.274684252798348 0.349022496622936
"27" "9b5bebe83b92a72369289b77cdcb0171" 0.93022166275827 0.965728716488045
"28" "56acd54962aaed6383d2cc96c94dce56" 0.205632899783871 0.279239789370727
"29" "801b1df1cbf083d60d4ae99fcef32080" 0.455603198624339 0.523334468809545
"30" "4db23a5f34dc9d4426fed4d6b8555286" 0.383837892629636 0.496114414480437
"31" "ab7891e0f88bc191745db487ec7c6965" 0.674949227908982 0.759305909335818
"32" "dca3e8091dbf363d5a211f80848dd7c2" 0.853199015728365 0.929410533923526
"33" "886e3b609eb490e1bbbc69c1b296245e" 1.12279027941341 1.17675818063947
"34" "ff0657f7d2bbcebca1ad6be54e887f24" 0.17364738062469 0.293204645150444
"35" "dd03be4f06e6cdba256a582ce3cb770e" 1.25199631964945 1.28576884125832
"36" "77f48eb276896ac721d9660445ccd696" 0.222405958603133 0.364900038247573
"37" "a799adf1c40ad36daa84625bd855e8ee" 0.313478663166889 0.412263901219624
"38" "5885af175ec4f654299f2d07d249b932" 0.911255365413852 1.23165873372091
"39" "60d03e4a869bcab5dcad1a09671732d9" 0.369680690635886 0.445479835905669
"40" "90679102b11569080621aff73401835f" 0.297064366644015 0.387740097969725
"41" "3585021835f92062e3905fda1086a40f" 0.190512689034059 0.238447569370986
"42" "7774b77bbabdd9fdb09f14add8d48a0f" 0.133660873798265 0.191623560552496
"43" "9917aad30db606e51788a6b011ce3b73" 0.359866827490816 0.412720300688621
"44" "0b382f07639028ea960c7b5099ce7fd8" 0.967769059136185 1.03130648183711
"45" "e2b0e8123407c0522e65cc247a76628f" 0.382511597636203 0.550030662398564
"46" "05e8b422087270ed4fcfaf95cd8b94a9" 0.141875199647619 0.264046118402503
"47" "1b86f9be5bce7a20bcf239e2b9d628b3" 0.144969738862739 0.257494451883809
"48" "8ad25d9768193b89b090ec9114491d2b" 0.213365780484441 0.269605777328706
"49" "bd9e32dc89a09a760224cc54299ae80a" 0.350694088677202 0.406703523742665
"50" "d0e949748d90852de1e6e0cc35a5551c" 0.589373408359158 0.648517254197412
"51" "37061265fc4d03ca3b4b2c887241569c" 0.897025154779967 1.23116206982253
"52" "e5b107bda5e461089358a3f44462f6fb" 0.905392734511738 1.19148510450565
"53" "6c178cce4595cdbd601c6a678885170e" 0.17858570481705 0.22283401114549
"54" "3e37cbf592eed8db558988be92d6cc49" 1.14176044838148 1.38035570831912
"55" "d44941abf249d26879031652f08ac1bb" 0.930119568439213 0.994590355379593
"56" "78e5ccc389e44b75d744c3a58289d336" 0.634439220095409 0.688542546072919
"57" "42944b63b57b078269d79c0c3a403454" 0.161657075070682 0.285459196729537
"58" "9b13fa4948cd7bcb56dd1d90bd988fe1" 1.08543134865718 1.13953719390306
"59" "66646c0a0310584ae1c3c72a818dfc57" 1.09049500944842 1.14525788948831
"60" "ccde375b6b026cb8fd505e80c20098ec" 0.233472101164343 0.90590185981188
"61" "d3c2200563032dd40cc2d16559bc21c4" 1.04228277440786 1.08510241946946
"62" "6a3b81ace6a9a68bc16486f410c773e4" 0.207172879812871 0.266652590874684
"63" "26247a18506b8b2385fcb6460cac1500" 0.0530115978990774 0.157378975783685
"64" "f65682676bf983a13ae61071e3baeff2" 0.210442930827493 0.455392091749074
"65" "239a527610549a988dabae430f3e08db" 0.304962102447827 0.927278264160277
"66" "27b59a42d3cd77fb4d56c2d130fe3634" 0.640375260228656 0.687006340105227
"67" "ac04a69869da1097e8f92cba52ea312e" 0.251103253484974 0.400831782512525
"68" "e0a2b1150a6c0137d9423fdb736dc5ce" 0.907682213073096 0.957401888449282
"69" "97c750ac5f4fe9f454e9880f7706940e" 1.14826720115622 1.20482401838321
"70" "c1d35969bf604849c6e2adec680d8ef8" 0.761839363481242 0.944377464826898
"71" "cf7a93f201b1d86d761150a8db411345" 0.24232968698147 0.338550589615481
"72" "aa21628e6c517a6999c416e1fb0702c2" 0.394850715632207 0.450493079456225
"73" "f6a7e105657a2c8e57f686ad1f5366f4" 0.278486970467809 0.329668506279261
"74" "1f27eb8ef93c63e4fbd63838b308e92e" 0.971539405766811 1.0366566576153
"75" "d00bdb7a37402d864b086dd2a0e7d12d" 0.14501194673352 0.260810073692351
"76" "1c36b399b20da765eff7c2fb569c4dcb" 1.20952327409805 1.25845723619118
"77" "9f9aec9e6ea1a095f866295f88499642" 0.0870781403824733 0.228075435101082
"78" "b7f4d8028482a2f1898705b967bcbfb7" 1.0741063043025 1.12120957741649
"79" "be4ef67fd3f88d320fb0916219687e94" 0.676988178946063 0.723017573410595
"80" "86aaf880dcae99a9d0580e89d7b43f59" 0.675961847352847 0.717356472805947
"81" "909024be9f39b0709db7328526f950b2" 0.982309645820712 1.02456953260725
"82" "6cada2f9db1e861004c9e71ae776527d" 1.03993384447597 1.44982948292861
"83" "47a7328f54b6d17e1d6a2f25ea90f568" 0.287877393157253 0.461142587665683
"84" "222dcdfe27212c880cc39f637029b355" 0.97420347645704 1.0225421031149
"85" "6308ee83d74810e8123a63a8acbaa79a" 1.10512401834502 1.46468888676576
"86" "8bb807f4f8d34064553036042ca40fb3" 0.936431492829778 0.975644278037293
"87" "f03d8472c2555bd6e70a237210efc9e2" 1.07150870582866 1.11244794445014
"88" "5cc0160eb98ed7d43d80d5cc27eb7c68" 0.947760160477232 0.992085306187107
"89" "bee818fd61abd18b54ee1c1e33f8ea51" 1.21497456496253 1.24796470272394
"90" "adb1c0dfcae0a07f1a029ea88814de83" 0.799830251983777 1.16854347710645
"91" "c75e6a63579c2b9c5bdaa83e0488f560" 1.23589525439593 1.27168474480341
"92" "da9e01bab91db45708b18683225df107" 0.846013862970008 1.10494935763666
"93" "97c062a4f480d7e7376f9fb634e67983" 1.02697331617728 1.07081911622762
"94" "216919f7dc9cdadf13a17073629d2f9e" 0.307754378764314 1.12154813230128
"95" "beefd21e4e85459af287208ec400cce7" 0.720282080515491 0.778998696542515
"96" "260a3adf777e0ca018bb700d28195d9a" 0.39133918039167 0.481995421722385
"97" "bafe930c8f8019dddab868bddc51f640" 0.181295037195485 0.27365610104408
"98" "0d71b96e50601a992fe02713138be238" 1.1268657400168 1.37143746340118
"99" "3f1d9d29797a2d68fec94185f3d1cab0" 0.252375309055589 0.305043842144367
"100" "cc10323a14273677a0cc8a74198f37cd" 0.0986393619883021 0.6165418182889
"101" "0c5a79c80942b3c3d2d2aa0fd9f1e2b2" 1.19588661169485 1.24810943637114
"102" "2af5c0ef9084662e2ca44bdb4b168904" 0.214229410593542 0.750936200990258
"103" "a28b3879b0ecdadccb8eb1d09871c871" 0.790028661802744 1.00781804791958
"104" "c9fa5796c5d49cf56573eaf06b68f909" 1.10308333926495 1.1470502914536
"105" "c1413f07c7154238d3c042c1c46c6073" 0.836292714367292 0.87347800344122
"106" "721bec93178db8ac44d9855db64fd88d" 0.129218531101948 0.224471768406891
"107" "ea84219170dd157b11f4dfd3ae004b70" 0.947441970669834 1.17105437728331
"108" "7277e67f2a2a90904b67ef7b2a5a28a0" 0.714669291314145 1.05545645703149
"109" "8b9aeba17d76b345a287fa96ebb407cc" 1.18115227556567 1.2192349696917
"110" "bfbe52a9e10641173d2845169c3e5446" 0.427313728913432 0.460302966202825
"111" "9ecf8edcbba3c871af90138711545735" 0.896514619370884 0.950407049883629
"112" "ec4e718859741275dcb72b99482de727" 0.242835532965325 0.3058216810551
"113" "91c61a05f437458e574b1d4f9b3df5c1" 1.17560406486785 1.21420714777089
"114" "2ff1f4a1ef124c1ea95c958d6b3793cc" 0.904704199230659 0.950003023209948
"115" "d185338e32063a691256e8aedde84de6" 1.03377645607893 1.49557152910707
"116" "80725de75f47b0a6f7da6b938c784139" 0.242410052429829 0.417076485663065
"117" "50224a2e7aa07e4a1283c1649cd0c8c9" 0.633442126855784 1.08550761667799
"118" "17b69ff2b4a1e92a9e5bba6036bbda51" 0.286568240163972 0.329075878131326
"119" "fcbcd2f7caca898f9a0c0cd2ff293fac" 0.780200878162774 1.0412069633105
"120" "ae141e2ba93f5fe84153c53e095395f3" 0.946571806565477 1.3975463227355
"121" "9318f394b2e27570e35b5e888510ba32" 0.0986393619883021 0.59336913747325
"122" "7c39ad081a428ca28a5cc21dd5c874bd" 0.291159436652578 0.332303812385167
"123" "e385a82aeac0a744105699190cfc84ff" 0.94746095387222 1.15665065297287
"124" "77572d76a8c8859b7aade5581eb1c568" 0.979531456627902 1.02420956078962
"125" "cf2a625547909cab32e5e208dd29cdad" 0.280655242834476 0.31664201865356
"126" "52505c0766530ba32e3357ad5e8d1a80" 1.0334834541539 1.30383590849499
"127" "55a69da74e2418c3286c019eae30672d" 0.814261470590692 0.860771941816622
"128" "f2aed719df9c518a4588d4692c737b46" 0.625101588069572 0.733625471466711
"129" "79d360be37eea4e43237b181b2d566e8" 1.07966505705576 1.30488428822813
"130" "2ec9af323acd4f7ff97d2251c3be13fa" 1.11820908922095 1.18743709105299
"131" "b4f3a9d08bb5579581c919e967379bae" 1.0936918736636 1.47512109910842
"132" "ef286f65e2cbe76702abd6535777ada7" 1.01903413238426 1.07925379075844
"133" "f793e78f1b09979befca375e23553dba" 0.255271422129022 1.02410055675676
"134" "2fe543437ace998a31b862d7c36867ea" 0.584840558044327 1.06660240071211
"135" "a8a4477b911e7fa809cdd2aba347f1d4" 1.01584351422423 1.05639747972793
"136" "f36450b7be58ed2bd0a80aa3a306ef3e" 1.03089978033891 1.09877623119575
"137" "d58948c566b2a2ca2fce09fc68d85a82" 0.981702680010126 1.25641666832693
"138" "9e445b9446e0db16325ae40c06609a48" 0.994779934468915 1.03209031028138
"139" "41b7521cb410f66d5fadd01ddfbc3d66" 0.379560009953967 0.444621770672071
"140" "c58804699df33f8d1ae2aff473b2b01b" 0.80453565753515 1.07059425553503
"141" "a024bdf61d57a12710decc00a8a0b46a" 0.527531627465865 0.565209615509977
