"asv" "p_Intercept" "p_viable"
"31" "ab7891e0f88bc191745db487ec7c6965" 2.25784006947024e-05 0.0552558930420856
"32" "dca3e8091dbf363d5a211f80848dd7c2" 0.0653007826666289 0.642192046604897
"33" "886e3b609eb490e1bbbc69c1b296245e" 0.0697658886289689 0.413896364928957
"34" "ff0657f7d2bbcebca1ad6be54e887f24" 5.05279869500009e-65 0.00107724389719183
"35" "dd03be4f06e6cdba256a582ce3cb770e" 0.47978722661631 0.742289612553455
"36" "77f48eb276896ac721d9660445ccd696" 2.12403770895716e-36 3.91512387971611e-11
"37" "a799adf1c40ad36daa84625bd855e8ee" 2.6128793723515e-29 4.77790766233246e-05
"38" "5885af175ec4f654299f2d07d249b932" 0.0485145877013156 0.130521845139703
"39" "60d03e4a869bcab5dcad1a09671732d9" 2.55592058605793e-08 0.778123644313181
"40" "90679102b11569080621aff73401835f" 3.55720832867188e-23 4.33816141654127e-06
"41" "3585021835f92062e3905fda1086a40f" 1.86821494625872e-76 1.04881105050672e-12
"42" "7774b77bbabdd9fdb09f14add8d48a0f" 5.71025904499883e-126 4.98774688961468e-13
"43" "9917aad30db606e51788a6b011ce3b73" 2.52025898771538e-16 0.0210941416012339
"44" "0b382f07639028ea960c7b5099ce7fd8" 0.119429816902754 0.957591981200815
"45" "e2b0e8123407c0522e65cc247a76628f" 3.64604974181876e-19 0.000511235119314681
"46" "05e8b422087270ed4fcfaf95cd8b94a9" 2.51860349427763e-103 8.82358770417944e-12
"47" "1b86f9be5bce7a20bcf239e2b9d628b3" 3.42314090073015e-117 1.23926917564978e-09
"48" "8ad25d9768193b89b090ec9114491d2b" 1.37911916019538e-46 1.28819214845172e-06
"49" "bd9e32dc89a09a760224cc54299ae80a" 3.99311395513344e-15 0.0511147936297837
"50" "d0e949748d90852de1e6e0cc35a5551c" 1.75500246582004e-07 0.00207227619365458
"51" "37061265fc4d03ca3b4b2c887241569c" 0.0773668391940416 0.220274777306525
"52" "e5b107bda5e461089358a3f44462f6fb" 0.716794848291127 0.195115203967994
"53" "6c178cce4595cdbd601c6a678885170e" 3.97028384732729e-72 1.33145862752838e-13
"54" "3e37cbf592eed8db558988be92d6cc49" 0.0589512799538317 0.136141199912074
"55" "d44941abf249d26879031652f08ac1bb" 0.0570715833763867 0.420730655455072
"56" "78e5ccc389e44b75d744c3a58289d336" 0.000101256993858546 0.00171172859501191
"57" "42944b63b57b078269d79c0c3a403454" 1.58865951640625e-71 1.04700204759657e-05
"58" "9b13fa4948cd7bcb56dd1d90bd988fe1" 0.52763431989658 0.411129683636673
"59" "66646c0a0310584ae1c3c72a818dfc57" 0.0632917102524681 0.599850833221232
"60" "ccde375b6b026cb8fd505e80c20098ec" 1.67671396963289e-36 0.00951720812934751
"61" "d3c2200563032dd40cc2d16559bc21c4" 0.0310165879228974 0.680900504740243
"62" "6a3b81ace6a9a68bc16486f410c773e4" 8.24960190326296e-32 2.21062671252549e-15
"63" "26247a18506b8b2385fcb6460cac1500" 0 2.06287238850359e-53
"64" "f65682676bf983a13ae61071e3baeff2" 7.29494032104646e-35 0.00196733563489629
"65" "239a527610549a988dabae430f3e08db" 7.40496001860073e-33 0.000318033119689689
"66" "27b59a42d3cd77fb4d56c2d130fe3634" 2.42041906560575e-07 0.00261930922597316
"67" "ac04a69869da1097e8f92cba52ea312e" 2.77777756439674e-26 0.00436101403294271
"68" "e0a2b1150a6c0137d9423fdb736dc5ce" 0.0956894335798739 0.54221658217983
"69" "97c750ac5f4fe9f454e9880f7706940e" 0.530089480808494 0.226200444643619
"70" "c1d35969bf604849c6e2adec680d8ef8" 0.156558721297544 0.0241572289594007
"71" "cf7a93f201b1d86d761150a8db411345" 2.82091262410946e-21 0.0801056487520738
"72" "aa21628e6c517a6999c416e1fb0702c2" 1.95770269750943e-11 0.0289718894324064
"73" "f6a7e105657a2c8e57f686ad1f5366f4" 1.78495336498653e-31 3.04359784724871e-07
"74" "1f27eb8ef93c63e4fbd63838b308e92e" 0.0565497419889857 0.808479780844694
"75" "d00bdb7a37402d864b086dd2a0e7d12d" 1.58878428210593e-66 3.57782198427868e-09
"76" "1c36b399b20da765eff7c2fb569c4dcb" 0.434646915815389 0.689616039857073
"77" "9f9aec9e6ea1a095f866295f88499642" 1.75265968371511e-225 1.80400473439594e-07
"78" "b7f4d8028482a2f1898705b967bcbfb7" 0.694101954737876 0.503411521128923
"79" "be4ef67fd3f88d320fb0916219687e94" 0.00214026802793842 0.405095343984565
"80" "86aaf880dcae99a9d0580e89d7b43f59" 0.145565931923485 0.237735544904682
"81" "909024be9f39b0709db7328526f950b2" 0.0748081622296904 0.565787292229474
"82" "6cada2f9db1e861004c9e71ae776527d" 0.635684946394958 0.418437645981785
"83" "47a7328f54b6d17e1d6a2f25ea90f568" 7.64803019810793e-27 8.22154786031474e-06
"84" "222dcdfe27212c880cc39f637029b355" 0.0437552981571415 0.615367374785162
"85" "6308ee83d74810e8123a63a8acbaa79a" 0.0839098042437551 0.0682086314747217
"86" "8bb807f4f8d34064553036042ca40fb3" 0.0444369673597101 0.453400156405106
"87" "f03d8472c2555bd6e70a237210efc9e2" 0.734944294015185 0.696695679927928
"88" "5cc0160eb98ed7d43d80d5cc27eb7c68" 0.082626872028779 0.999958946631153
"89" "bee818fd61abd18b54ee1c1e33f8ea51" 0.220889742016727 0.000162745123030957
"90" "adb1c0dfcae0a07f1a029ea88814de83" 0.892025747696181 0.741793558544142
"91" "c75e6a63579c2b9c5bdaa83e0488f560" 0.525158693338653 0.648985964670221
"92" "da9e01bab91db45708b18683225df107" 0.15053257519843 0.0174083624790446
"93" "97c062a4f480d7e7376f9fb634e67983" 0.0544194834445904 0.598240513440965
"94" "216919f7dc9cdadf13a17073629d2f9e" 4.46059093433652e-21 0.00402696587596754
"95" "beefd21e4e85459af287208ec400cce7" 0.801811590262745 0.688399380597295
"96" "260a3adf777e0ca018bb700d28195d9a" 1.82022961625395e-12 2.35716709747696e-05
"97" "bafe930c8f8019dddab868bddc51f640" 2.68126452937954e-42 2.23583479845739e-10
"98" "0d71b96e50601a992fe02713138be238" 0.656232971038661 0.765108135327565
"99" "3f1d9d29797a2d68fec94185f3d1cab0" 3.96425292212405e-27 3.98762911568567e-06
"100" "cc10323a14273677a0cc8a74198f37cd" 2.23932128164985e-57 0.121763875751545
"101" "0c5a79c80942b3c3d2d2aa0fd9f1e2b2" 0.448775609908115 0.692007031008624
"102" "2af5c0ef9084662e2ca44bdb4b168904" 4.15842664691913e-38 1.08101435888517e-05
"103" "a28b3879b0ecdadccb8eb1d09871c871" 0.126092647027591 0.000678150654627766
"104" "c9fa5796c5d49cf56573eaf06b68f909" 0.0740986880804623 0.620954845451774
"105" "c1413f07c7154238d3c042c1c46c6073" 0.0766555214087261 0.809741919056482
"106" "721bec93178db8ac44d9855db64fd88d" 1.09947006559867e-65 3.48313280401533e-11
"107" "ea84219170dd157b11f4dfd3ae004b70" 0.753908885594174 0.56660967723123
"108" "7277e67f2a2a90904b67ef7b2a5a28a0" 0.287424955270129 0.485649667917884
"109" "8b9aeba17d76b345a287fa96ebb407cc" 0.530981314129124 0.752320654803073
"110" "bfbe52a9e10641173d2845169c3e5446" 1.09919256167874e-07 0.0163707707906466
"111" "9ecf8edcbba3c871af90138711545735" 0.82470943821624 0.400247144727347
"112" "ec4e718859741275dcb72b99482de727" 7.23527750221889e-31 3.50396461111684e-06
"113" "91c61a05f437458e574b1d4f9b3df5c1" 0.528251590573038 0.552497868748812
"114" "2ff1f4a1ef124c1ea95c958d6b3793cc" 0.0530875332388551 0.638901737782827
"115" "d185338e32063a691256e8aedde84de6" 0.170273954042013 0.151897790608098
"116" "80725de75f47b0a6f7da6b938c784139" 1.79828119190717e-33 5.51459499227386e-06
"117" "50224a2e7aa07e4a1283c1649cd0c8c9" 0.181987301745583 0.0219554566589007
"118" "17b69ff2b4a1e92a9e5bba6036bbda51" 7.23788037998209e-19 5.59053486182244e-05
"119" "fcbcd2f7caca898f9a0c0cd2ff293fac" 0.432614528431837 0.779209405038115
"120" "ae141e2ba93f5fe84153c53e095395f3" 0.0811552741907054 0.0270869766903088
"121" "9318f394b2e27570e35b5e888510ba32" 2.23932128165011e-57 0.41383981254389
"122" "7c39ad081a428ca28a5cc21dd5c874bd" 4.41593714124316e-18 8.71208938998479e-09
"123" "e385a82aeac0a744105699190cfc84ff" 0.0988333317547065 0.00811441546564657
"124" "77572d76a8c8859b7aade5581eb1c568" 0.0491788967210257 0.294899510324989
"125" "cf2a625547909cab32e5e208dd29cdad" 6.06680999925737e-21 2.68185734527269e-07
"126" "52505c0766530ba32e3357ad5e8d1a80" 0.0843489564223045 0.162540709612759
"127" "55a69da74e2418c3286c019eae30672d" 0.219641991067913 0.814631361304068
"128" "f2aed719df9c518a4588d4692c737b46" 0.00250201304179868 0.0245217885194993
"129" "79d360be37eea4e43237b181b2d566e8" 0.692778878260519 0.554016707941669
"130" "2ec9af323acd4f7ff97d2251c3be13fa" 0.0907382237362851 0.234022886398211
"131" "b4f3a9d08bb5579581c919e967379bae" 0.0650664278658656 0.0178510614689422
"132" "ef286f65e2cbe76702abd6535777ada7" 0.584986828568509 0.606072362614303
"133" "f793e78f1b09979befca375e23553dba" 5.47479380003563e-32 0.000382242749260384
"134" "2fe543437ace998a31b862d7c36867ea" 0.151567715417172 0.95772041371695
"135" "a8a4477b911e7fa809cdd2aba347f1d4" 0.0808309106983386 0.587673674762826
"136" "f36450b7be58ed2bd0a80aa3a306ef3e" 0.573414370916888 0.977693838849068
"137" "d58948c566b2a2ca2fce09fc68d85a82" 0.842033355650185 0.773904145263084
"138" "9e445b9446e0db16325ae40c06609a48" 0.603680789375863 0.85785669319379
"139" "41b7521cb410f66d5fadd01ddfbc3d66" 8.61932489793721e-18 1.28641902625883e-09
"140" "c58804699df33f8d1ae2aff473b2b01b" 0.873023029067619 0.694236258836075
"141" "a024bdf61d57a12710decc00a8a0b46a" 4.60849466137166e-05 0.0135989184380154
"142" "ac548297ae5c1838f4ff5644ec456514" 0.0308007148663211 0.00488144234875122
"143" "1ae807eaa911eb4fbbf338b5e7df573b" 0.176034856665609 0.169315559629236
"144" "aa5d3df9e9e7788ec8895251080d9cf8" 8.20787791900919e-05 0.0867176809097806
"145" "22df7fb7009e07ca021c57372cad626a" 0.630684078308424 0.558620460796495
"146" "fd930b8248b49a590a077680d40a254c" 0.8119803994131 0.595520294559822
"147" "fb2afd27a9e7c79a79f8b235361625fa" 0.147433729799306 0.10623074821171
"148" "ec9b13d62705e56f051b35c9cddd6a31" 1.12459792710795e-179 0.00207733349182057
"149" "aee6fd5b28c747dd53d906a10c54edfe" 0.0754551110242968 0.392670715223707
"150" "18fa53dd36830141d6b2785332fe6551" 0.993925088595098 0.279396745884224
"151" "e8cfa4c5bdfd2fad37c8d7efd6e9a5d6" 4.23852569162681e-11 0.000195115733649738
"152" "e8e2eba26f0f2d091387b81102419b0b" 0.161743815610735 0.631693141560734
"153" "7c3ff1f79e948d57b471f197528edd1a" 0.557410794357021 0.776807981085477
"154" "c815fb88d5d414ca5fa0e52944dc1eee" 0.582324031894987 0.00362198847366079
"155" "0f2586d3a03c5c577d9d7f9c6f0e0b6c" 0.0735281816195671 0.111643413775858
"156" "09c5e4637f2ebfe80a9169b2b204df66" 1.2344735808027e-37 0.00252396780129852
"157" "e1320550e12054657e740dedd0e5e79b" 0.001096181180412 0.624987802523674
"158" "431ed7643c30574c1594edfc31a0aa61" 0.161301396260919 0.215264859660489
"159" "349f0ab34bec9959b6c48147f8a4b050" 0.172911011887991 0.527631907989875
"160" "449cb10fd1fdf9ebe003c490834565b3" 0.196039839138142 0.281782795469502
"161" "8288b331c399ffe8078d19354bf0f67e" 0.0974771484949696 0.0498580669603653
"162" "b2aefa910bdea2ea89e1f9721078dce2" 0.267144497627917 0.777396523689136
"163" "d7277a321232101be9aaf1700b628128" 0.22981365567129 0.833989170192475
"164" "ee49b2c458b7d8e54d794dac2230aaf1" 1.77824339866037e-22 2.90130988002753e-09
"165" "e86213b522900cedbef6525d6ccd02d2" 0.149269587394711 0.269612354338302
"166" "7033ac0193870528269ac1cf0a184669" 0.211626048517659 0.0099621695902047
"167" "f842f2308e785110999292842bb59f69" 0.942936719292486 0.221263371272196
"168" "4ffa98689316842c3e46e38d75cc228e" 0.184400092460083 0.884262641256151
"169" "c51b36e990a0800431cbe41b05ca6d71" 0.837728601799818 0.897800185867245
"170" "0ff8521ae1d336a151940e9b0ae22608" 0.000818391497975709 0.00651241843921131
"171" "4d2718a6cb2774d782d35b0fb3f43e58" 6.18229792501538e-18 1.16722002337022e-07
"172" "5885499f4696dbd5dc144fd890757f98" 0.647155045204595 0.316332847893046
"173" "ac84a2e2977581e77fe69d9bab27a216" 0.79653637224757 0.603338915606048
"174" "0d7a6aa090ca7c1e5d12f57755507c53" 1.71845806651177e-19 2.86444964371894e-06
"175" "22ff7822594d2b4f44277eff5294cbef" 0.548674384883084 0.355708474813441
"176" "46d037168cf341bfdb227f8803d21a7b" 0.298303274188157 0.177574155629876
"177" "9caf0181bb03820abe0daf1fa2f17005" 2.23932128164634e-57 0.0917509912971832
"178" "568829204293c74189be4e620b58092a" 1.1577603118839e-16 0.000464339789915141
"179" "0798dbd6c330d34948f8511523ea31fe" 0.20071252031103 0.279029537110137
"180" "405e91e3b9c3e625f86a378d8fe3da0f" 0.552559341686092 0.750895874456679
"181" "0214dffdc5fa3f9885a2877f63f80e59" 8.72527377077358e-17 0.00807502026369549
"182" "df60ba91864ca0fccad621f2b94776ca" 0.199387151946272 0.226825379833058
"183" "4da0682cd96d46be3e5bbdf7f320bcb9" 0.620708690608229 0.722449528970774
"184" "dd96606f22f83520866b8f28850d2f50" 0.497656082180909 0.513991951808873
"185" "b30df403ae1bdf86181489a909877f94" 0.450220112866829 0.909633396062727
"186" "4ef5af356668f0bb8c059cb4f7fe1e8c" 0.473368310484984 0.0253333799816271
"187" "63d0db67e1a70ca2992098f0b94519e3" 0.957686071282308 0.222755245998706
"188" "16d4a8155e2011c59220a342a49ca87c" 0.122385318399734 0.000478756144106592
"189" "b0b7c0a04458cad34f0dc1db4b46a928" 0.301991124221763 0.593073178630069
"190" "a59a4bae99a9a80bd5b145026bb33e86" 0.236138497998705 0.517493604905672
"191" "3401be6b9a0fd990b095ac699fa1ff58" 0.352137774707765 0.390082523897261
"192" "7098a9d7e39d98d72bb9a35ac6a9837a" 5.78843974420173e-05 0.000814908787105512
"193" "8d55c58478fd09316afd18f95a6baff5" 0.0939111650026879 0.0232898171495263
"194" "fbbbf8573ec4f09725dfe31a2bfc0dfe" 0.255862542603246 0.00761204462765473
"195" "ba7a7245cb08cbfb6e02841cce87d60d" 0.0702185938850209 0.356357877051923
"196" "32f2b4bd4df58097f6f60c50ed3553f9" 6.17275097740402e-10 2.94131756389399e-06
"197" "682c157f3e62293970ae5a1bb731ea26" 0.0746499330470012 0.366173776528559
"198" "0b105d1ac59bb8f1e6eb2458077b3dc0" 0.098030962919024 0.0224019775007019
"199" "c6116780d994bd7003ecf667bb205f45" 0.363083548734348 0.0332387726997072
"200" "b29c5a68546675ccdd159c268cd07d8d" 0.350872735136746 0.00941107098553648
"201" "5004e05d7e1995ad25876b8796e8d395" 0.298897935266379 0.476949461373052
"202" "456fe6ddf3e2bd0a8e4ee44a69403abe" 2.01303610229885e-15 0.000383312040234124
"203" "a0bf04900323daa34250d87b06b986e6" 0.266307655663373 0.00256804669161062
"204" "3af4d38e7d99a5ca946133b87c320cf8" 2.83265655722848e-08 0.00202842380240864
"205" "40a9538175df1254bd60331d2f0cf1fc" 0.115868140075081 0.272998804696287
"206" "12e43b71471810b979174778e02bbf7f" 0.54688513467006 0.533197739917115
"207" "750661a1b21a1c079317ec3122ed559a" 0.855887917464491 0.117495677952967
"208" "597ee5fdbb72d52a95cddd2cf81c4ef6" 0.52930588430029 0.265906623187864
"209" "ca641333428b05c0ee24ba76732a5159" 3.48933430227238e-05 0.00108403778638922
"210" "e1bd8bca274c4b1222e356d712217441" 0.323627383493161 0.978060816265955
"211" "a62a2c137749da0b410ed30e36114bcc" 0.20952566178995 0.692095769131164
"212" "183b3d91423a443d9099dc0abf980e98" 3.96522747029595e-49 3.82756460422898e-05
"213" "4799b72312775e602d91e25b61777f29" 0.777994824161128 0.158020465986237
"214" "da929655c7d6f91ea19228822c2d1267" 0.0447300636232071 0.0568940609707421
"215" "2af1f53667a666db3b8ea9733661a4f1" 0.0848763909052818 0.995697453448531
"216" "f657ad39b37e25354c76e09eff4652b0" 0.363083548734348 0.448353374660657
"217" "bcd302dbd1d09d4622699cef91c32e9c" 1.09780436822338e-16 0.00351503684040218
"218" "185f4b33cdaf8bc34585e00627fbbe9a" 0.781682886456516 0.36649099101539
"219" "d0dbf4b847331de6324ecf0dde4ee8da" 2.88471594428456e-23 0.00570622320348173
"220" "011faa47738e3986af15577e61e67135" 2.23932128164647e-57 0.0681899712989678
"221" "07638cb4ea754c90440a502a1a0f4ec2" 0.1655450673267 0.839823031435544
"222" "00404f5c3d46f04005ca301eca590fb3" 0.147031357890854 0.26929054277349
"223" "2d6844beeb071857ad2269a1c6190b97" 0.72512129660571 0.496607057105721
"224" "fe254a42aa086817dc2e1952ca8c7045" 0.676434143016303 0.866880236245011
"225" "e94f45fe33118edb89d22a6cb622c7f1" 0.992820691770389 0.614527685422892
"226" "c703fa941a059015df43bd49ee4c3783" 0.235588104672136 0.313687728772646
"227" "c68b9af6188505e32d0a4de55a162a28" 0.20644372613594 0.539474898625773
"228" "e971fea0a568d0224c068a03749c9df6" 0.527513508608298 0.120094642371715
"229" "d21529a2a934acc2cd860dd30015c8d1" 0.475937385458999 0.40884054205416
"230" "ba3b7fc5a664ece31017f0cbe65b1044" 0.960260488713094 0.918067281133616
"231" "f95029e5a1e54bb43fe12935d7c1caac" 0.159214024653483 0.0311130287048581
"232" "26bf298f39cd0598c3c0b27dc8465b33" 0.718507813076354 0.7035369184022
"233" "d2a1ca66d5c6236cc3b3900362dc18eb" 0.0736594880938844 0.0094095419000555
"234" "5bbcc4e86ffb93c7a6cd2a69637e3bc8" 0.825813755398677 0.898473857777484
"235" "690cd0ff6fc957d963c494de20d50d69" 3.02162456438288e-13 0.00724727969782217
"236" "7c0f6eefe9e140abe4beeae797061e31" 0.486309955130979 0.720976554202813
"237" "e77b4c965ea6c076d9449a4719948a91" 0.15459973211256 0.0748530322358279
"238" "4a730864dd494e59a485f2cef7e629a1" 5.04666577529161e-17 0.00545347766107667
"239" "6fff3ac707f2d859b06eca15a2169bde" 1.29506443986352e-05 0.00475131767570265
"240" "2092c3c95ec044a5816c90a1b38a87db" 0.17184783967695 0.165123045523814
"241" "cf45de5a5ffdac9a9850c561a69faabf" 0.683056804781509 0.626078449601435
"242" "216c14f4f1ab78fe6d94af6ad470eb1b" 0.609378514484139 0.893319623439681
"243" "f4fbc75700f983da1498a93e60886559" 0.180180880872854 0.102889449204031
"244" "6231fd1e307a4ee9a4469dd888a74f3d" 3.00047341793063e-10 0.00450151713935724
"245" "0f995b24faa7fd071914de1aefaf880a" 7.29237358851159e-22 1.50763008025348e-07
"246" "438357b9c26356aba266a44a62ab827c" 0.172181056556594 0.508975015646076
"247" "b4e168e0751c1ccd83e59149dd3e2429" 0.207980244553032 0.410926550493768
"248" "b922fbc6cb917069d9ad05d7ce4b2a01" 0.839965369586993 0.388319950817183
"249" "afdc750df0bb08b6e454d942731019ea" 2.23932128164985e-57 0.0268003510752454
"250" "5c23fda826a567b7d9d8e8201d5a6588" 1.78604123197128e-43 1.0206649508599e-05
"251" "deed57f64a92b4083300d7f7f163970f" 0.000856248657285745 2.24593696493568e-05
"252" "9bb82b7968853747e6b2f7d49df95dc4" 0.733162256734403 0.530922073112101
"253" "e182768739668be0d49fdefc5e8e3411" 2.23932128164634e-57 0.0400506040129965
"254" "473550f4fad9e14b3fd78d7e417bec31" 3.83241716107333e-12 1.9316902681194e-05
"255" "e18c96a20981278cef1528fe37f70929" 0.751605750945257 0.281169733839202
"256" "1801f75051b7c418af024080376bf632" 0.691842113160024 0.576187981401006
"257" "1e67541eef21f094c8d798fd7b900df0" 0.618413691698549 0.951968762548336
"258" "88679a323eea734d5000922c9146e01d" 2.2393212816538e-57 0.104873309189099
"259" "7383e67e3c37bad3b6acc21175a5f2ac" 0.431604466589547 0.982210843262409
"260" "4ca38f7b622d8547937b32dd0ddb3463" 0.836195925193215 0.348948710173053
"261" "735994b04a3072f658972846a6f58909" 2.2393212816487e-57 1.43593276903579e-11
"262" "81629582e81b3375972b18a24ec022e0" 0.240459957395674 0.768158526002237
"263" "6d080e12452f9cce975daf45d5f97a36" 0.223772173808838 0.979648887753014
"264" "a5b27210ac7e241a828018ff95b85d9c" 1.82772825896702e-11 0.00143150346346717
"265" "650e6f7309830e607f75229117b20764" 0.947591061824581 0.745729511642144
"266" "95ecbee57ca56e438d2f785faa485fad" 0.0869462456948209 0.08297774164546
"267" "03eeb7f1526344c0cd10bbbfc3b94372" 0.560207810635903 0.723606023720606
"268" "1eececea8c182aa11ef1d3439216cfc1" 0.386901121761227 0.65675843628685
"269" "c30802e113000a8249c1703046da115c" 0.128307439158183 0.318136973063351
"270" "dfcbdf42722cc7de0a0693b8bd78c1c9" 0.121705902378982 0.0324817265679929
"271" "422359527522cb05dcee183e5a36981f" 0.32937604185997 0.212063923798806
"272" "52f3faac3c41891f88aa56226124b7e0" 0.122885319350045 0.18541630542367
"273" "0cd6cb602dc08e9d1c63d4dddc9c5b95" 0.636560867687775 0.92709827434608
"274" "f00411c121d9aee8a6f55d9fc0a759ec" 0.223772173808838 0.693358698433468
"275" "7ebd1eda121ba187e64eb65af96a6b62" 0.961742170982871 0.689035468719763
"276" "aef56b953667818f399b1f33532d3f88" 0.19512747870978 0.774859812965098
"277" "12bf34a18d620aafa33bd40697e09077" 0.121697793014622 0.021040890992326
"278" "1edb8de453ebcf296e36162a6e6888be" 0.746622433078201 0.554474230897074
"279" "8f71a9a8060aa494e29b491be1189284" 0.493383566812726 0.731738873712228
"280" "08f21e0e21f8f635d536c1f9053d11fa" 3.27964152455331e-11 0.0277487587067679
"281" "8bb3b17bd89a19b8fb8127511d36eed0" 0.378301033034204 0.955270680406766
"282" "056394b50740f7d8d101ce38a7d92ff9" 0.992342186869777 0.975549270915704
"283" "1886becc29b452e460cb30c79f7f8897" 0.492989678788299 0.0489499202901742
"284" "be42831588caa14346a2902a0790f9bb" 2.23932128164896e-57 5.55177253394893e-21
"285" "e251eafd124a1ce7c62f915e50828525" 0.882840101411113 0.489963389289827
"286" "4fd952db1056e1588390cc62e351a2cc" 0.103717648318359 0.00503911566585884
"287" "34dc6dadf2c28998cc74d583f169f9d4" 0.373205352580719 0.907614329370703
"288" "c18b3aca4acc44fe5e5822fcc6c957f7" 0.944176922113813 0.161674383179955
"289" "d2d0265f49d92adb0a35b44aa88dc89b" 0.225255958722261 0.306103037134528
"290" "f7b1d570b3db2c07841a539642dd2856" 0.132352037698981 0.115550443659645
"291" "05d48b44261d7432859a0d480ae5d6f6" 0.697821497398003 0.68671189261193
"292" "4b6c2974d9ad4ca8b3f81dcf7e1054f6" 0.0984394473273943 0.026557470173186
"293" "ee8b3c1cffc3d03bdd1489dcf4d0c018" 4.7666284577088e-07 5.92685819508412e-06
"294" "0f2d0764c141776f999568525a3722eb" 0.741174892754961 0.535780657758487
"295" "d647045c6d1362d275be511374e2edc0" 5.38224223850407e-07 0.000647448950107989
"296" "fffb89cff478ecc13b313516ec721dc0" 0.109315217018149 0.0976551345096749
"297" "daac2813ec4defb7cdc75147d26333bc" 3.1130307062214e-125 1.73438899474414e-06
"298" "c53d15256569bfb8f3eeef18abaa7bf8" 2.23932128165011e-57 0.288912931098202
"299" "d8d7b0624e5c59feabe7b1f39f4fcf77" 0.929343360160198 0.455137882639545
"300" "505d58cbcf39d99b1c4d2d2edcce5650" 0.543208478563165 0.0159415071458433
"301" "38597742f92881ec9034ee60e7955787" 0.570451644277727 0.162763161043798
"302" "071427da716d9006329475e29222124e" 0.244421281825372 0.44868491074533
"303" "e2d4cfa41fe348e0abeeb9057913175c" 0.148713334065772 0.89994868885072
"304" "8225436a09799c409a2f54e2f7b35463" 0.000958983641725944 0.00082572525817949
"305" "127c5591e63cb7d4ce0c520dc4f7d1c1" 0.744359490865628 0.858596962266852
"306" "67cd0dd1cbcc428e4e0b2d80ea891226" 0.353688877502509 0.525090795047993
"307" "db4a8e3fe4c9fc8547da82ca35d20b2f" 0.916252622179955 0.871332734293349
"308" "d87abb84dc9d44e2c9abaf7431d91492" 2.23932128165017e-57 0.535853076912772
"309" "090f66af5d0d20a9ba480d6d24121ccb" 0.232446912296807 0.0258563396841399
"310" "cd3f752f0d20802d0f55245543d81e49" 0.131181637158753 0.0216598025224569
"311" "dae85c99714ddf8f7d3e6277a970ba49" 2.23932128164252e-57 0.271676608130147
"312" "c5174213be91ce526a127278cd2a575a" 0.389223263914906 0.593820921261117
