# Constructed from biom file
#OTU ID	BEADS_S67	C10B-DNA_S4	C10E-POS_S60	C10N-POS_S65	C10N-SYBR_S26	C10R-DNA_S12	C10R-POS_S30	C10R-SYBR_S20	C1E-POS_S31	C1E-SYBR_S21	C1N-POS_S61	C1N-SYBR_S13	C1R-DNA_S8	C1R-POS_S27	C1R-SYBR_S16	C2B-DNA_S1	C2E-POS_S32	C2E-SYBR_S22	C2N-POS_S62	C2N-SYBR_S15	C2R-DNA_S10	C2R-POS_S28	C2R-SYBR_S17	C5B-DNA_S2	C5E-POS_S33	C5E-SYBR_S23	C5N-POS_S63	C5R-DNA_S11	C5R-POS_S29	C5R-SYBR_S18	C7B-DNA_S3	C7E-POS_S34	C7E-SYBR_S24	C7N-POS_S64	C7N-SYBR_S25	C7R-DNA_S14	C7R-SYBR_S19	CTL_S66	S10-DNA_S9	S2-DNA_S5	S3-DNA_S6	S8-DNA_S7
f18c54e493d5d5ad534b9c3100216416	5775.0	127.0	47890.0	111273.0	139581.0	575.0	4433.0	1430.0	40808.0	62828.0	61466.0	126909.0	4306.0	4643.0	7465.0	667.0	39774.0	71991.0	101846.0	94531.0	1483.0	4139.0	4542.0	831.0	59627.0	84599.0	89334.0	1373.0	4303.0	3760.0	599.0	84974.0	158316.0	70884.0	99691.0	3800.0	5765.0	943.0	140.0	0.0	80.0	76.0
afb244d96b70a4c948b205f7f7eea5c5	842.0	436.0	32675.0	4751.0	815.0	4.0	438.0	65.0	32839.0	19453.0	17905.0	3029.0	8.0	0.0	104.0	546.0	44603.0	18382.0	15584.0	369.0	9.0	169.0	92.0	288.0	44131.0	21450.0	25235.0	16.0	37.0	0.0	341.0	42032.0	2959.0	17809.0	456.0	0.0	41.0	259.0	36.0	0.0	28.0	30.0
509fca5a90d0b1dbec313e11c762a7e1	800.0	0.0	6962.0	15522.0	19537.0	0.0	637.0	179.0	5730.0	8553.0	8807.0	17541.0	557.0	665.0	1046.0	0.0	5672.0	9797.0	14923.0	13285.0	0.0	610.0	624.0	0.0	8394.0	11758.0	12675.0	249.0	625.0	565.0	0.0	12362.0	21396.0	10228.0	14496.0	531.0	854.0	0.0	0.0	0.0	0.0	0.0
b0a6492dcd2c78db242d7b78618ab9ac	483.0	266.0	13979.0	4812.0	685.0	0.0	18.0	0.0	21432.0	18096.0	8977.0	2829.0	0.0	0.0	32.0	356.0	17672.0	11505.0	11039.0	380.0	0.0	80.0	10.0	268.0	22545.0	12831.0	19966.0	0.0	38.0	0.0	249.0	24974.0	1355.0	13140.0	225.0	0.0	33.0	189.0	0.0	0.0	7.0	0.0
fef6fa6624415b309a5ca9ff89d8efa0	37.0	66.0	8156.0	0.0	78.0	0.0	174.0	0.0	2578.0	4336.0	6126.0	22797.0	0.0	69.0	53.0	54.0	3720.0	3361.0	12.0	0.0	20.0	0.0	16.0	148.0	56.0	19.0	57.0	0.0	21.0	0.0	54.0	473.0	594.0	20.0	7656.0	0.0	234.0	109.0	69.0	0.0	57.0	60.0
9bf55fb48ef29780111f9e54dd204793	0.0	0.0	4299.0	702.0	0.0	0.0	0.0	0.0	4390.0	2469.0	2300.0	403.0	0.0	0.0	0.0	0.0	5823.0	2320.0	2143.0	0.0	0.0	0.0	0.0	0.0	5681.0	2765.0	3380.0	0.0	0.0	0.0	0.0	5241.0	364.0	2308.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7ec25e775b3bd74f487ce2fe077f44a5	0.0	0.0	1165.0	2845.0	3200.0	0.0	0.0	0.0	974.0	1537.0	1601.0	3097.0	0.0	0.0	0.0	0.0	936.0	1777.0	2631.0	2297.0	0.0	0.0	0.0	0.0	1448.0	2102.0	2318.0	0.0	0.0	0.0	0.0	2011.0	3999.0	1819.0	2371.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2acee427328d2e8641b8738258b15927	10621.0	0.0	63.0	223.0	2138.0	0.0	3346.0	715.0	437.0	703.0	18.0	1361.0	0.0	1951.0	1321.0	0.0	337.0	129.0	0.0	1234.0	0.0	1753.0	3922.0	0.0	433.0	330.0	38.0	0.0	1902.0	610.0	0.0	75.0	384.0	0.0	3027.0	0.0	503.0	0.0	0.0	0.0	0.0	0.0
41b2f74ae32e410cadcbd8e3a3325667	0.0	0.0	2025.0	669.0	81.0	6.0	0.0	0.0	3104.0	2394.0	1237.0	429.0	0.0	0.0	0.0	0.0	2554.0	1635.0	1573.0	0.0	0.0	0.0	0.0	0.0	3175.0	1807.0	2809.0	0.0	0.0	0.0	0.0	3604.0	183.0	1855.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75d7c7a1bfc0a32da8b15f370a363073	785.0	0.0	0.0	0.0	0.0	38.0	56.0	1278.0	0.0	0.0	0.0	0.0	19.0	752.0	5288.0	0.0	0.0	0.0	0.0	0.0	51.0	150.0	5563.0	31.0	0.0	0.0	0.0	0.0	2635.0	1552.0	0.0	0.0	0.0	0.0	0.0	31.0	1335.0	0.0	0.0	0.0	17.0	0.0
d2e4b0d730d23797a6056490f9cb549c	58.0	276.0	0.0	0.0	0.0	307.0	134.0	998.0	0.0	0.0	0.0	0.0	524.0	446.0	2043.0	186.0	0.0	0.0	0.0	0.0	654.0	613.0	1552.0	188.0	0.0	0.0	0.0	358.0	395.0	1209.0	273.0	7.0	0.0	0.0	0.0	420.0	1373.0	152.0	279.0	194.0	235.0	174.0
23002cb8e5fafc85d6165bcecee1d22d	0.0	0.0	0.0	1120.0	1238.0	0.0	0.0	0.0	0.0	0.0	678.0	1230.0	0.0	0.0	0.0	0.0	0.0	694.0	1028.0	852.0	0.0	0.0	0.0	0.0	0.0	829.0	874.0	0.0	0.0	0.0	0.0	825.0	1554.0	733.0	885.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757d2e39206866545010c4afcc44f748	170.0	342.0	0.0	0.0	0.0	910.0	391.0	296.0	0.0	0.0	0.0	0.0	505.0	757.0	91.0	174.0	0.0	0.0	0.0	0.0	1018.0	620.0	460.0	256.0	0.0	0.0	0.0	896.0	775.0	378.0	376.0	0.0	0.0	0.0	0.0	968.0	370.0	192.0	414.0	365.0	248.0	286.0
c3e1345f0d45ef03cb8d2b6475a890b1	475.0	112.0	0.0	0.0	0.0	664.0	403.0	152.0	173.0	0.0	0.0	0.0	794.0	0.0	93.0	123.0	0.0	0.0	0.0	0.0	2391.0	109.0	339.0	153.0	7.0	5.0	0.0	1159.0	203.0	178.0	157.0	0.0	0.0	0.0	0.0	913.0	125.0	265.0	362.0	337.0	459.0	307.0
5f01860b92d040a8292068587b14e691	0.0	0.0	430.0	220.0	0.0	0.0	0.0	0.0	29.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5750.0	2885.0	624.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
051248e3d7e31dfb9ce8de793a97b6f2	95.0	350.0	0.0	0.0	0.0	349.0	627.0	522.0	0.0	0.0	0.0	0.0	250.0	313.0	325.0	300.0	0.0	0.0	0.0	0.0	212.0	905.0	273.0	797.0	0.0	0.0	0.0	229.0	232.0	412.0	373.0	0.0	0.0	0.0	0.0	535.0	376.0	485.0	495.0	581.0	463.0	308.0
704bb18d32079bee8aec56f6eea0e0ce	436.0	323.0	0.0	0.0	0.0	308.0	32.0	350.0	0.0	0.0	0.0	0.0	261.0	206.0	426.0	329.0	0.0	0.0	0.0	0.0	145.0	344.0	415.0	655.0	0.0	0.0	0.0	205.0	367.0	373.0	304.0	0.0	0.0	0.0	0.0	375.0	257.0	727.0	847.0	670.0	696.0	558.0
0052997f3114e9a350300fa62719d564	472.0	191.0	0.0	0.0	0.0	345.0	383.0	583.0	0.0	0.0	0.0	0.0	263.0	433.0	868.0	260.0	0.0	0.0	0.0	0.0	509.0	209.0	768.0	204.0	0.0	0.0	0.0	611.0	541.0	312.0	200.0	0.0	0.0	0.0	0.0	504.0	511.0	282.0	262.0	234.0	186.0	264.0
b51aaeefbc2a97bf0db370d41fd7e493	0.0	89.0	0.0	0.0	0.0	1852.0	0.0	7.0	0.0	0.0	0.0	0.0	1191.0	91.0	34.0	119.0	0.0	0.0	0.0	0.0	629.0	60.0	11.0	69.0	0.0	0.0	0.0	2026.0	29.0	15.0	36.0	0.0	0.0	0.0	0.0	1404.0	0.0	144.0	385.0	388.0	560.0	147.0
71582281edf705eb59a48c1a50e59a86	614.0	92.0	0.0	0.0	0.0	309.0	234.0	387.0	0.0	0.0	0.0	0.0	372.0	981.0	774.0	98.0	38.0	6.0	0.0	0.0	363.0	603.0	620.0	81.0	19.0	0.0	0.0	421.0	543.0	573.0	138.0	0.0	0.0	0.0	0.0	591.0	407.0	118.0	194.0	89.0	105.0	91.0
ff8123ece2a6aff4b7f2750a928e83ec	157.0	328.0	0.0	0.0	0.0	304.0	1091.0	254.0	0.0	0.0	0.0	0.0	418.0	444.0	260.0	143.0	0.0	0.0	0.0	0.0	504.0	968.0	658.0	253.0	0.0	0.0	0.0	434.0	455.0	337.0	401.0	0.0	0.0	0.0	0.0	354.0	244.0	247.0	141.0	88.0	0.0	75.0
7d2d1b7d4e351f67f982eff3c2fe17cd	909.0	16.0	0.0	0.0	0.0	100.0	1972.0	190.0	0.0	0.0	0.0	0.0	262.0	560.0	511.0	9.0	0.0	0.0	0.0	0.0	106.0	491.0	473.0	23.0	0.0	0.0	0.0	260.0	814.0	399.0	14.0	0.0	0.0	0.0	0.0	135.0	117.0	0.0	22.0	9.0	19.0	0.0
f996f848d7af99bbd16d51a76bb8da09	0.0	0.0	440.0	0.0	0.0	0.0	0.0	0.0	871.0	818.0	299.0	0.0	0.0	0.0	0.0	0.0	724.0	486.0	497.0	0.0	0.0	0.0	0.0	0.0	714.0	464.0	781.0	0.0	0.0	0.0	0.0	959.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b10efb60e9ddd2cb7fcd09c8fa35166	148.0	439.0	0.0	0.0	0.0	386.0	216.0	174.0	0.0	0.0	0.0	0.0	348.0	262.0	210.0	741.0	0.0	0.0	0.0	0.0	414.0	281.0	194.0	391.0	0.0	0.0	0.0	418.0	254.0	205.0	483.0	0.0	0.0	0.0	0.0	382.0	248.0	649.0	50.0	33.0	23.0	43.0
d68e5db43ed592beada9818c7dad8e6c	90.0	331.0	0.0	0.0	0.0	254.0	89.0	381.0	0.0	0.0	0.0	0.0	98.0	0.0	288.0	274.0	0.0	0.0	0.0	0.0	147.0	227.0	280.0	517.0	0.0	0.0	0.0	90.0	266.0	368.0	269.0	0.0	0.0	0.0	0.0	230.0	196.0	316.0	463.0	405.0	484.0	284.0
9a9d60dff4a1cf50f489b3e45e0879b9	62.0	428.0	0.0	0.0	0.0	294.0	48.0	163.0	0.0	0.0	0.0	0.0	156.0	0.0	71.0	329.0	0.0	0.0	0.0	0.0	203.0	0.0	57.0	649.0	0.0	0.0	0.0	186.0	0.0	106.0	374.0	0.0	0.0	0.0	0.0	280.0	80.0	622.0	523.0	455.0	486.0	490.0
9ca5c6b3923a29ddca908fc1a47ffca1	461.0	163.0	0.0	0.0	0.0	336.0	313.0	375.0	0.0	0.0	0.0	0.0	140.0	263.0	412.0	129.0	0.0	0.0	0.0	0.0	274.0	196.0	499.0	141.0	0.0	0.0	0.0	132.0	455.0	210.0	157.0	0.0	0.0	0.0	0.0	291.0	418.0	272.0	119.0	87.0	111.0	87.0
cea9f9b4d859245912c935c9e6fec237	117.0	360.0	0.0	0.0	0.0	328.0	0.0	82.0	0.0	0.0	0.0	0.0	223.0	31.0	0.0	473.0	0.0	0.0	0.0	0.0	370.0	75.0	0.0	268.0	0.0	0.0	0.0	554.0	0.0	33.0	356.0	0.0	0.0	0.0	0.0	199.0	0.0	340.0	505.0	330.0	302.0	577.0
d44ee1c36fcc9b098d56b04791f30386	1657.0	0.0	0.0	0.0	344.0	0.0	540.0	105.0	68.0	100.0	0.0	192.0	0.0	291.0	228.0	0.0	0.0	0.0	0.0	191.0	0.0	223.0	568.0	0.0	74.0	0.0	0.0	0.0	298.0	101.0	0.0	0.0	0.0	15.0	481.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c639f70ccca7c6dbc19384f369cc38d2	1252.0	26.0	0.0	0.0	0.0	238.0	268.0	215.0	0.0	0.0	0.0	0.0	187.0	741.0	383.0	49.0	0.0	0.0	0.0	0.0	167.0	11.0	276.0	0.0	0.0	0.0	0.0	305.0	416.0	136.0	11.0	0.0	0.0	0.0	0.0	212.0	0.0	83.0	95.0	91.0	48.0	52.0
89fe561433ce9c6fcaf90d8deb88271b	214.0	197.0	0.0	0.0	0.0	409.0	0.0	82.0	90.0	0.0	0.0	0.0	283.0	61.0	82.0	170.0	0.0	0.0	0.0	0.0	498.0	39.0	256.0	180.0	0.0	0.0	0.0	555.0	137.0	91.0	153.0	85.0	0.0	0.0	0.0	467.0	86.0	358.0	148.0	177.0	204.0	182.0
ebd259593663dc49ae6ba8ad84b89b8c	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	549.0	542.0	0.0	0.0	0.0	0.0	0.0	0.0	459.0	319.0	283.0	0.0	0.0	0.0	0.0	0.0	567.0	370.0	568.0	0.0	0.0	0.0	0.0	623.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef3973c11f25271f8f1f48a5f7d21e39	0.0	0.0	476.0	272.0	131.0	0.0	0.0	0.0	478.0	1863.0	247.0	305.0	0.0	0.0	0.0	0.0	0.0	0.0	506.0	0.0	0.0	40.0	0.0	0.0	363.0	221.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c09563e31635d061641ff75dc777f7a9	0.0	168.0	10.0	0.0	0.0	236.0	125.0	104.0	62.0	31.0	0.0	0.0	317.0	337.0	250.0	273.0	0.0	0.0	0.0	0.0	201.0	263.0	143.0	273.0	0.0	11.0	0.0	252.0	107.0	195.0	240.0	0.0	0.0	0.0	0.0	297.0	154.0	204.0	184.0	187.0	185.0	151.0
067b8e7fc5a9eeec4a1c1be27c0a853d	362.0	135.0	0.0	0.0	0.0	281.0	145.0	249.0	0.0	0.0	0.0	0.0	219.0	118.0	471.0	69.0	0.0	0.0	0.0	0.0	240.0	122.0	243.0	127.0	0.0	0.0	0.0	268.0	401.0	256.0	152.0	0.0	0.0	0.0	0.0	265.0	167.0	0.0	73.0	116.0	156.0	153.0
9b5bebe83b92a72369289b77cdcb0171	368.0	182.0	0.0	0.0	0.0	138.0	0.0	180.0	0.0	0.0	0.0	0.0	81.0	94.0	227.0	147.0	0.0	0.0	0.0	0.0	99.0	224.0	365.0	176.0	0.0	0.0	0.0	63.0	161.0	293.0	136.0	0.0	0.0	0.0	0.0	152.0	123.0	297.0	291.0	316.0	273.0	233.0
56acd54962aaed6383d2cc96c94dce56	174.0	0.0	0.0	0.0	0.0	94.0	846.0	158.0	0.0	0.0	0.0	0.0	233.0	528.0	355.0	34.0	0.0	0.0	0.0	0.0	203.0	481.0	301.0	0.0	0.0	0.0	0.0	101.0	364.0	226.0	0.0	0.0	0.0	0.0	0.0	161.0	132.0	0.0	73.0	37.0	50.0	35.0
801b1df1cbf083d60d4ae99fcef32080	0.0	478.0	0.0	0.0	0.0	484.0	14.0	20.0	0.0	0.0	0.0	0.0	164.0	3.0	47.0	341.0	0.0	0.0	0.0	0.0	244.0	33.0	39.0	377.0	0.0	0.0	0.0	211.0	29.0	17.0	225.0	0.0	0.0	0.0	0.0	442.0	36.0	1002.0	0.0	15.0	0.0	7.0
4db23a5f34dc9d4426fed4d6b8555286	334.0	83.0	0.0	0.0	0.0	89.0	82.0	304.0	0.0	10.0	0.0	0.0	34.0	241.0	260.0	89.0	0.0	0.0	0.0	0.0	115.0	508.0	340.0	59.0	0.0	0.0	0.0	84.0	320.0	133.0	93.0	0.0	0.0	0.0	0.0	81.0	547.0	90.0	99.0	82.0	61.0	85.0
de5a98434464ead1fdea70c7a297a2d5	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	515.0	306.0	2137.0	960.0	0.0	0.0	0.0	0.0	93.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ab7891e0f88bc191745db487ec7c6965	92.0	84.0	0.0	0.0	0.0	372.0	769.0	55.0	0.0	0.0	0.0	0.0	234.0	66.0	180.0	0.0	0.0	0.0	0.0	0.0	264.0	303.0	167.0	135.0	0.0	0.0	0.0	365.0	35.0	388.0	59.0	0.0	0.0	0.0	0.0	355.0	190.0	40.0	0.0	0.0	0.0	0.0
dca3e8091dbf363d5a211f80848dd7c2	31.0	291.0	0.0	0.0	0.0	95.0	0.0	170.0	0.0	0.0	0.0	0.0	35.0	113.0	275.0	163.0	0.0	0.0	0.0	0.0	87.0	143.0	116.0	376.0	0.0	0.0	0.0	42.0	68.0	148.0	274.0	0.0	0.0	0.0	0.0	75.0	36.0	358.0	387.0	315.0	300.0	178.0
886e3b609eb490e1bbbc69c1b296245e	0.0	48.0	174.0	0.0	0.0	215.0	161.0	90.0	0.0	0.0	0.0	0.0	290.0	315.0	190.0	29.0	0.0	0.0	0.0	0.0	412.0	206.0	233.0	45.0	48.0	0.0	0.0	471.0	0.0	56.0	42.0	119.0	0.0	0.0	0.0	258.0	139.0	0.0	87.0	64.0	118.0	51.0
ff0657f7d2bbcebca1ad6be54e887f24	478.0	0.0	0.0	0.0	0.0	92.0	209.0	280.0	0.0	0.0	0.0	0.0	89.0	146.0	318.0	46.0	0.0	53.0	0.0	0.0	130.0	99.0	519.0	36.0	0.0	0.0	0.0	192.0	183.0	160.0	78.0	0.0	0.0	0.0	0.0	89.0	410.0	55.0	33.0	40.0	84.0	21.0
dd03be4f06e6cdba256a582ce3cb770e	213.0	67.0	98.0	0.0	0.0	198.0	181.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	143.0	0.0	0.0	0.0	0.0	147.0	0.0	217.0	175.0	0.0	0.0	0.0	96.0	362.0	158.0	193.0	43.0	0.0	0.0	0.0	258.0	159.0	57.0	276.0	208.0	163.0	177.0
77f48eb276896ac721d9660445ccd696	0.0	35.0	0.0	0.0	0.0	474.0	162.0	59.0	0.0	0.0	0.0	0.0	385.0	117.0	63.0	54.0	0.0	0.0	0.0	0.0	541.0	232.0	38.0	59.0	0.0	0.0	0.0	449.0	104.0	79.0	34.0	0.0	0.0	0.0	0.0	404.0	106.0	73.0	83.0	88.0	97.0	68.0
a799adf1c40ad36daa84625bd855e8ee	132.0	25.0	12.0	0.0	0.0	93.0	405.0	188.0	57.0	52.0	0.0	0.0	88.0	541.0	385.0	23.0	0.0	0.0	0.0	0.0	84.0	93.0	165.0	70.0	29.0	12.0	0.0	61.0	347.0	473.0	0.0	0.0	0.0	0.0	0.0	181.0	238.0	0.0	22.0	0.0	0.0	0.0
5885af175ec4f654299f2d07d249b932	80.0	75.0	0.0	0.0	0.0	338.0	0.0	80.0	0.0	8.0	0.0	0.0	208.0	169.0	0.0	76.0	0.0	19.0	0.0	0.0	618.0	111.0	415.0	76.0	0.0	0.0	0.0	305.0	168.0	20.0	62.0	0.0	0.0	0.0	0.0	346.0	59.0	110.0	128.0	75.0	150.0	66.0
26e90ea080c6160db2950d7d4b85846e	0.0	0.0	259.0	100.0	124.0	0.0	0.0	0.0	471.0	886.0	86.0	143.0	0.0	0.0	0.0	0.0	414.0	281.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	329.0	93.0	104.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60d03e4a869bcab5dcad1a09671732d9	0.0	160.0	0.0	0.0	0.0	111.0	15.0	152.0	0.0	0.0	0.0	0.0	163.0	143.0	600.0	60.0	0.0	0.0	0.0	0.0	191.0	117.0	334.0	133.0	0.0	0.0	0.0	110.0	63.0	220.0	177.0	0.0	0.0	0.0	0.0	114.0	276.0	51.0	130.0	120.0	129.0	116.0
90679102b11569080621aff73401835f	144.0	137.0	0.0	0.0	0.0	304.0	71.0	182.0	0.0	0.0	0.0	0.0	0.0	173.0	98.0	86.0	0.0	0.0	0.0	0.0	124.0	368.0	123.0	158.0	0.0	0.0	0.0	95.0	167.0	216.0	135.0	0.0	0.0	0.0	0.0	249.0	117.0	115.0	96.0	102.0	67.0	306.0
3585021835f92062e3905fda1086a40f	175.0	47.0	0.0	0.0	0.0	69.0	144.0	159.0	49.0	0.0	0.0	0.0	72.0	381.0	318.0	0.0	11.0	0.0	0.0	0.0	129.0	461.0	331.0	43.0	41.0	0.0	0.0	42.0	281.0	311.0	35.0	11.0	15.0	0.0	0.0	190.0	233.0	0.0	16.0	0.0	0.0	9.0
7774b77bbabdd9fdb09f14add8d48a0f	0.0	0.0	0.0	0.0	0.0	209.0	138.0	240.0	0.0	0.0	0.0	0.0	108.0	248.0	273.0	0.0	0.0	0.0	0.0	0.0	190.0	294.0	305.0	91.0	0.0	0.0	0.0	208.0	168.0	198.0	0.0	0.0	0.0	0.0	0.0	222.0	251.0	0.0	151.0	133.0	0.0	0.0
9917aad30db606e51788a6b011ce3b73	0.0	48.0	16.0	0.0	0.0	134.0	255.0	290.0	0.0	0.0	0.0	0.0	169.0	166.0	342.0	54.0	0.0	0.0	0.0	0.0	267.0	290.0	255.0	94.0	0.0	0.0	0.0	84.0	50.0	360.0	74.0	0.0	0.0	0.0	0.0	147.0	322.0	0.0	0.0	0.0	0.0	0.0
0b382f07639028ea960c7b5099ce7fd8	0.0	154.0	0.0	0.0	0.0	204.0	125.0	265.0	0.0	0.0	0.0	0.0	106.0	127.0	158.0	161.0	0.0	0.0	0.0	0.0	155.0	96.0	92.0	155.0	0.0	0.0	0.0	150.0	0.0	217.0	94.0	0.0	0.0	0.0	0.0	216.0	213.0	156.0	92.0	120.0	140.0	206.0
e2b0e8123407c0522e65cc247a76628f	104.0	0.0	0.0	0.0	0.0	94.0	533.0	65.0	0.0	0.0	0.0	0.0	249.0	386.0	476.0	0.0	0.0	0.0	0.0	0.0	101.0	271.0	109.0	0.0	32.0	0.0	0.0	132.0	81.0	452.0	0.0	0.0	0.0	0.0	0.0	108.0	132.0	0.0	0.0	0.0	0.0	0.0
05e8b422087270ed4fcfaf95cd8b94a9	0.0	161.0	0.0	0.0	0.0	151.0	154.0	193.0	0.0	0.0	0.0	0.0	0.0	283.0	117.0	204.0	0.0	0.0	0.0	0.0	116.0	210.0	133.0	111.0	0.0	0.0	0.0	0.0	149.0	160.0	0.0	0.0	0.0	0.0	0.0	192.0	196.0	237.0	130.0	160.0	111.0	136.0
1b86f9be5bce7a20bcf239e2b9d628b3	351.0	26.0	0.0	0.0	0.0	81.0	115.0	108.0	0.0	0.0	0.0	0.0	55.0	287.0	289.0	38.0	0.0	8.0	6.0	0.0	91.0	297.0	348.0	55.0	0.0	0.0	0.0	28.0	314.0	383.0	33.0	0.0	0.0	0.0	0.0	165.0	205.0	0.0	0.0	0.0	0.0	0.0
8ad25d9768193b89b090ec9114491d2b	88.0	46.0	0.0	0.0	0.0	135.0	233.0	213.0	0.0	0.0	0.0	0.0	116.0	148.0	311.0	43.0	0.0	0.0	0.0	0.0	216.0	248.0	308.0	21.0	0.0	0.0	0.0	213.0	113.0	171.0	47.0	0.0	0.0	0.0	0.0	148.0	234.0	62.0	46.0	28.0	40.0	40.0
bd9e32dc89a09a760224cc54299ae80a	24.0	40.0	0.0	0.0	0.0	71.0	48.0	174.0	0.0	0.0	0.0	0.0	117.0	127.0	463.0	61.0	0.0	0.0	0.0	0.0	152.0	262.0	451.0	48.0	0.0	0.0	0.0	139.0	210.0	237.0	82.0	0.0	0.0	0.0	0.0	101.0	263.0	0.0	56.0	33.0	43.0	50.0
d0e949748d90852de1e6e0cc35a5551c	390.0	0.0	0.0	0.0	0.0	68.0	693.0	84.0	0.0	0.0	0.0	0.0	82.0	44.0	220.0	16.0	0.0	0.0	0.0	0.0	227.0	304.0	272.0	0.0	0.0	0.0	0.0	145.0	178.0	93.0	29.0	0.0	0.0	0.0	0.0	79.0	60.0	46.0	33.0	33.0	52.0	39.0
37061265fc4d03ca3b4b2c887241569c	90.0	114.0	0.0	0.0	0.0	192.0	0.0	174.0	0.0	0.0	0.0	0.0	0.0	264.0	153.0	145.0	0.0	0.0	0.0	0.0	74.0	45.0	67.0	162.0	0.0	0.0	0.0	51.0	80.0	0.0	66.0	0.0	0.0	0.0	0.0	144.0	91.0	68.0	222.0	322.0	393.0	256.0
e5b107bda5e461089358a3f44462f6fb	153.0	171.0	0.0	0.0	0.0	255.0	0.0	22.0	0.0	0.0	0.0	0.0	55.0	80.0	0.0	254.0	0.0	0.0	0.0	0.0	53.0	0.0	73.0	288.0	0.0	0.0	0.0	74.0	61.0	0.0	358.0	0.0	0.0	0.0	0.0	378.0	44.0	84.0	169.0	184.0	201.0	213.0
6c178cce4595cdbd601c6a678885170e	105.0	110.0	46.0	0.0	0.0	131.0	322.0	215.0	19.0	0.0	0.0	0.0	62.0	233.0	195.0	42.0	0.0	0.0	0.0	0.0	129.0	200.0	290.0	113.0	0.0	0.0	0.0	104.0	139.0	187.0	80.0	28.0	0.0	0.0	0.0	134.0	140.0	60.0	49.0	33.0	0.0	0.0
3e37cbf592eed8db558988be92d6cc49	71.0	0.0	78.0	0.0	0.0	350.0	648.0	50.0	0.0	0.0	0.0	0.0	80.0	185.0	0.0	24.0	0.0	0.0	0.0	0.0	270.0	0.0	206.0	38.0	109.0	0.0	0.0	198.0	140.0	105.0	18.0	0.0	0.0	0.0	0.0	161.0	83.0	46.0	66.0	119.0	54.0	49.0
d44941abf249d26879031652f08ac1bb	50.0	124.0	0.0	0.0	0.0	205.0	0.0	111.0	0.0	0.0	0.0	0.0	220.0	64.0	113.0	41.0	0.0	0.0	0.0	0.0	135.0	247.0	173.0	119.0	0.0	0.0	0.0	137.0	161.0	158.0	118.0	0.0	0.0	0.0	0.0	264.0	35.0	133.0	124.0	155.0	154.0	68.0
78e5ccc389e44b75d744c3a58289d336	46.0	160.0	0.0	0.0	0.0	156.0	274.0	44.0	0.0	0.0	0.0	0.0	22.0	52.0	29.0	224.0	0.0	0.0	0.0	0.0	66.0	392.0	59.0	199.0	0.0	0.0	0.0	41.0	25.0	66.0	132.0	0.0	0.0	0.0	0.0	151.0	79.0	290.0	136.0	120.0	140.0	206.0
42944b63b57b078269d79c0c3a403454	183.0	0.0	0.0	0.0	0.0	94.0	98.0	293.0	0.0	0.0	0.0	0.0	0.0	248.0	115.0	0.0	0.0	0.0	0.0	0.0	99.0	95.0	231.0	153.0	0.0	0.0	0.0	0.0	219.0	284.0	119.0	0.0	0.0	0.0	0.0	144.0	179.0	233.0	92.0	121.0	102.0	0.0
9b13fa4948cd7bcb56dd1d90bd988fe1	479.0	38.0	0.0	0.0	0.0	95.0	0.0	101.0	55.0	0.0	0.0	0.0	102.0	227.0	291.0	0.0	106.0	0.0	0.0	0.0	134.0	0.0	222.0	33.0	0.0	0.0	0.0	215.0	126.0	143.0	88.0	0.0	0.0	0.0	0.0	106.0	411.0	35.0	40.0	26.0	0.0	0.0
66646c0a0310584ae1c3c72a818dfc57	235.0	46.0	0.0	0.0	0.0	87.0	432.0	213.0	0.0	0.0	0.0	0.0	44.0	217.0	108.0	37.0	0.0	0.0	0.0	0.0	96.0	0.0	310.0	62.0	0.0	0.0	0.0	77.0	122.0	84.0	21.0	0.0	0.0	0.0	0.0	85.0	205.0	72.0	79.0	159.0	135.0	139.0
