asv LFC_Intercept LFC_FractionViable_Cell
f18c54e493d5d5ad534b9c3100216416 6.2393637557126596 -1.6775735112134198
509fca5a90d0b1dbec313e11c762a7e1 4.310253857648995 -1.6703718096136806
b0a6492dcd2c78db242d7b78618ab9ac 0.8021632592663233 -2.4051926882293246
fef6fa6624415b309a5ca9ff89d8efa0 1.1471161889025319 -2.2426976626587782
2acee427328d2e8641b8738258b15927 5.529449522709727 -2.323688688716129
75d7c7a1bfc0a32da8b15f370a363073 3.748379913298269 0.29835002748359374
d2e4b0d730d23797a6056490f9cb549c 3.7534238446492356 -0.2252417125655588
757d2e39206866545010c4afcc44f748 4.265153101184399 -2.3355558633654994
c3e1345f0d45ef03cb8d2b6475a890b1 2.0287813388118243 -0.660452707777798
051248e3d7e31dfb9ce8de793a97b6f2 3.9909968495135804 -1.8494932941701128
704bb18d32079bee8aec56f6eea0e0ce 3.039876407408828 -0.8750809621453985
0052997f3114e9a350300fa62719d564 3.7919378315003245 -1.1761511263478832
b51aaeefbc2a97bf0db370d41fd7e493 1.095187658215195 -2.5122445252942565
71582281edf705eb59a48c1a50e59a86 4.120352855272207 -1.570622437039897
ff8123ece2a6aff4b7f2750a928e83ec 4.395113922284608 -2.316639281213532
7d2d1b7d4e351f67f982eff3c2fe17cd 4.583431787410917 -2.644192993032772
8b10efb60e9ddd2cb7fcd09c8fa35166 3.3963573145920094 -1.8367748089594247
d68e5db43ed592beada9818c7dad8e6c 1.9319701983131656 0.0033833443742803393
9a9d60dff4a1cf50f489b3e45e0879b9 -0.7802669671143493 1.5131694378358422
9ca5c6b3923a29ddca908fc1a47ffca1 3.5418735862342485 -1.3635813253438274
d44ee1c36fcc9b098d56b04791f30386 3.6500702648607 -3.0976806764484888
c639f70ccca7c6dbc19384f369cc38d2 3.03330675717567 -2.2725717966092422
89fe561433ce9c6fcaf90d8deb88271b 1.2298346853540676 -0.3656703308445648
ef3973c11f25271f8f1f48a5f7d21e39 -0.7244810792857983 -2.493975677384894
c09563e31635d061641ff75dc777f7a9 3.0531850690496434 -1.677886453112871
067b8e7fc5a9eeec4a1c1be27c0a853d 3.0095878335325814 -1.1776981177166461
9b5bebe83b92a72369289b77cdcb0171 1.826861006811133 -0.1601584358890269
56acd54962aaed6383d2cc96c94dce56 4.118089922185513 -2.4610948468526352
801b1df1cbf083d60d4ae99fcef32080 0.6248332493149369 -0.9350311412255321
4db23a5f34dc9d4426fed4d6b8555286 3.268690811479228 -1.3406740764002563
ab7891e0f88bc191745db487ec7c6965 2.8602573321364444 -1.4554820910879205
dca3e8091dbf363d5a211f80848dd7c2 1.5726107685056454 -0.43183772348857485
886e3b609eb490e1bbbc69c1b296245e 2.036098934386854 -0.9614774582563445
ff0657f7d2bbcebca1ad6be54e887f24 2.9569451066164323 -0.9586428647003811
dd03be4f06e6cdba256a582ce3cb770e 0.8847167178745221 0.4227901378675951
77f48eb276896ac721d9660445ccd696 2.8022107665557945 -2.4109874586997595
a799adf1c40ad36daa84625bd855e8ee 3.5232976016306097 -1.6763612632594986
5885af175ec4f654299f2d07d249b932 1.7977546912621518 -1.862326189745878
60d03e4a869bcab5dcad1a09671732d9 2.058906187620311 -0.125520664083294
90679102b11569080621aff73401835f 2.9456038949923578 -1.781466658427511
3585021835f92062e3905fda1086a40f 3.5255116272080302 -1.6986873084052847
7774b77bbabdd9fdb09f14add8d48a0f 3.1910151803645155 -1.3846014373249733
9917aad30db606e51788a6b011ce3b73 2.948861861817596 -0.9518548600352137
0b382f07639028ea960c7b5099ce7fd8 1.5069822183194321 -0.05484036073559451
e2b0e8123407c0522e65cc247a76628f 3.4224087261889062 -1.911246325826355
05e8b422087270ed4fcfaf95cd8b94a9 3.0622877868884624 -1.801981101220163
1b86f9be5bce7a20bcf239e2b9d628b3 3.336245709620262 -1.5642990634311433
8ad25d9768193b89b090ec9114491d2b 3.0579770427430084 -1.3053144392391525
bd9e32dc89a09a760224cc54299ae80a 2.754752755406315 -0.7932812337135924
d0e949748d90852de1e6e0cc35a5551c 3.078636876919047 -1.9972214134924187
37061265fc4d03ca3b4b2c887241569c 1.5843015559100517 -1.5091557500940096
e5b107bda5e461089358a3f44462f6fb 0.3284273329005025 -1.5436816208956001
6c178cce4595cdbd601c6a678885170e 3.207493174459314 -1.649639270761864
3e37cbf592eed8db558988be92d6cc49 2.156279120392031 -2.057166027272954
d44941abf249d26879031652f08ac1bb 1.7697963438158881 -0.8007986824852086
78e5ccc389e44b75d744c3a58289d336 2.46642048752952 -2.1593830464346335
42944b63b57b078269d79c0c3a403454 2.8909771112411526 -1.2580848005689385
9b13fa4948cd7bcb56dd1d90bd988fe1 0.6855816341721361 0.9365938868733461
66646c0a0310584ae1c3c72a818dfc57 2.025198285897363 -0.600819507015987
ccde375b6b026cb8fd505e80c20098ec 2.9459907763519677 -2.348907553807513
d3c2200563032dd40cc2d16559bc21c4 2.2480578442301042 -0.4462316815260374
6a3b81ace6a9a68bc16486f410c773e4 2.431558366962812 -2.1142666437890067
26247a18506b8b2385fcb6460cac1500 3.1016950229393583 -2.42127994942464
f65682676bf983a13ae61071e3baeff2 2.592123941729792 -1.4094929794725464
239a527610549a988dabae430f3e08db 3.6409628154055955 -3.338341251795275
27b59a42d3cd77fb4d56c2d130fe3634 3.3067422162076223 -2.067344020958469
ac04a69869da1097e8f92cba52ea312e 2.663342665932853 -1.1426890528950842
e0a2b1150a6c0137d9423fdb736dc5ce 1.5123078634954 -0.5835024838102494
97c750ac5f4fe9f454e9880f7706940e 0.7209618690936765 1.4580834083965297
c1d35969bf604849c6e2adec680d8ef8 1.0793289153967263 -2.129211748940682
cf7a93f201b1d86d761150a8db411345 2.294659638124038 -0.5924883819870026
aa21628e6c517a6999c416e1fb0702c2 2.6491100555199596 -0.9838177857671199
f6a7e105657a2c8e57f686ad1f5366f4 3.250328396328407 -1.6881424644053593
1f27eb8ef93c63e4fbd63838b308e92e 1.8525069607918803 -0.25127280071244473
d00bdb7a37402d864b086dd2a0e7d12d 2.498517365963796 -1.5394617359251213
1c36b399b20da765eff7c2fb569c4dcb 0.9449576557653812 0.502597848432516
9f9aec9e6ea1a095f866295f88499642 2.791465599742727 -1.1902063893469985
b7f4d8028482a2f1898705b967bcbfb7 0.4224401386259702 0.7502367808495887
be4ef67fd3f88d320fb0916219687e94 2.0783839074343393 -0.6019524123686197
86aaf880dcae99a9d0580e89d7b43f59 0.9837768539107525 0.8469581958899606
909024be9f39b0709db7328526f950b2 1.7501209224124081 -0.5883762361160969
6cada2f9db1e861004c9e71ae776527d 0.49265881218190843 -1.1731074058273443
47a7328f54b6d17e1d6a2f25ea90f568 3.087901677034491 -2.056387907241747
222dcdfe27212c880cc39f637029b355 1.9644106259378633 -0.5137524933005411
6308ee83d74810e8123a63a8acbaa79a 1.9101378754448364 -2.6710447517087643
8bb807f4f8d34064553036042ca40fb3 1.8821761767003808 -0.7314976080888879
f03d8472c2555bd6e70a237210efc9e2 0.3627656158631234 0.43361530626519595
5cc0160eb98ed7d43d80d5cc27eb7c68 1.644973854991814 -5.1045534681826155e-5
bee818fd61abd18b54ee1c1e33f8ea51 1.4873301357728335 -4.705786892443525
adb1c0dfcae0a07f1a029ea88814de83 0.10857004825800254 0.3850106997395919
c75e6a63579c2b9c5bdaa83e0488f560 0.7853046663203824 -0.5788344719719991
da9e01bab91db45708b18683225df107 1.2162742479688293 -2.627533607673241
97c062a4f480d7e7376f9fb634e67983 1.9753651914040504 -0.5642493172829097
216919f7dc9cdadf13a17073629d2f9e 2.899408499333653 -3.2256191270139785
beefd21e4e85459af287208ec400cce7 -0.18079314891475762 0.3124004253022665
260a3adf777e0ca018bb700d28195d9a 2.758004115517923 -2.037904748615227
bafe930c8f8019dddab868bddc51f640 2.4709251139051904 -1.736129174683656
0d71b96e50601a992fe02713138be238 0.5015905797305855 -0.4097576838906032
3f1d9d29797a2d68fec94185f3d1cab0 2.7223781597807486 -1.4068701612233645
cc10323a14273677a0cc8a74198f37cd -1.5747804247013368 0.9540443454756056
0c5a79c80942b3c3d2d2aa0fd9f1e2b2 0.9058337000695973 0.49441713886191074
2af5c0ef9084662e2ca44bdb4b168904 2.7648658773831247 -3.3043443936369314
a28b3879b0ecdadccb8eb1d09871c871 1.208501601201323 -3.424831299052764
c9fa5796c5d49cf56573eaf06b68f909 1.9701107275986969 -0.5672135438194699
c1413f07c7154238d3c042c1c46c6073 1.480597782803176 0.21029767842698943
721bec93178db8ac44d9855db64fd88d 2.2118946152380077 -1.487023913401802
ea84219170dd157b11f4dfd3ae004b70 0.29701299885209775 -0.6710747222416861
7277e67f2a2a90904b67ef7b2a5a28a0 -0.7602562901959663 0.735911422959787
8b9aeba17d76b345a287fa96ebb407cc 0.7400022093350667 0.38476724037658094
bfbe52a9e10641173d2845169c3e5446 2.2688272940682865 -1.1049770267648773
9ecf8edcbba3c871af90138711545735 0.1985707317658545 0.7994633315337243
ec4e718859741275dcb72b99482de727 2.8051694930660798 -1.4186531022172093
91c61a05f437458e574b1d4f9b3df5c1 0.7414267146137274 0.7212649047728723
2ff1f4a1ef124c1ea95c958d6b3793cc 1.7498862907668449 -0.44577457919954244
d185338e32063a691256e8aedde84de6 1.4176425421571475 -2.142944934158746
80725de75f47b0a6f7da6b938c784139 2.9225512992182576 -1.895276308256352
50224a2e7aa07e4a1283c1649cd0c8c9 0.8454305443645551 -2.487047314300039
17b69ff2b4a1e92a9e5bba6036bbda51 2.542196701427814 -1.325997781534513
fcbcd2f7caca898f9a0c0cd2ff293fac -0.6122435242738219 0.2919018137978202
ae141e2ba93f5fe84153c53e095395f3 1.6508419440380977 -3.0889436829871944
9318f394b2e27570e35b5e888510ba32 -1.5747804247013362 0.48487460177256914
7c39ad081a428ca28a5cc21dd5c874bd 2.523633271962913 -1.9120988566425363
e385a82aeac0a744105699190cfc84ff 1.5638185278614105 -3.061968416562104
77572d76a8c8859b7aade5581eb1c568 1.9267750309316267 -1.0727917993705638
cf2a625547909cab32e5e208dd29cdad 2.635025497906831 -1.6289756188742108
52505c0766530ba32e3357ad5e8d1a80 1.7837835740614514 -1.820907679617719
